用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
某***甲,PLUS会员,"<div class=""comment-star star3""></div>",产品质感：质感有点差，面膜纸比较粗糙使用感受：以前用过的精华比较多，这次更少适合肤质：油性补水效果：这款补水一般贴合效果：非常贴合其他特色：毕竟实惠,55:55.9,【紧致肌肤】毛孔紧致黑面膜,,2020/10/26 23:44,,
****u,PLUS会员,"<div class=""comment-star star3""></div>",补水效果：补水效果中等贴合效果：面膜纸蛮贴合脸部的使用感受：我不太喜欢精华太多的面膜我喜欢刚刚好的，这款面膜精华就刚刚好，不会在敷面膜的时候溢出精华，敷完有一点点的美白，但是不持久，第二天早上就感觉补水效果一般,55:56.0,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/13 11:45
霞***7,PLUS会员,"<div class=""comment-star star3""></div>",清洁跟收缩毛孔没有看到效果，一撕开就闻到很浓的香味，感觉加了很多香精，绿茶系列就挺不错的。,55:56.0,,【清洁收缩毛孔】毛孔紧致黑面膜,,2021/2/2 15:25,
前***8,PLUS会员,"<div class=""comment-star star3""></div>",面膜还行吧，一般般，补水还可以，敷面膜的时候挺舒服的，刚敷完面膜以后脸上感觉还挺水润的，也能保持滋润小半天吧，并不持久，这款面膜还标注有紧致和改善黑头的作用，但是用了一半多了，并没有这些作用，也就唯一有点水润作用了。,55:56.1,,【紧致肌肤】毛孔紧致黑面膜,,2020/8/18 18:15,
z***8,,"<div class=""comment-star star2""></div>",第一次够买感觉是假货,55:56.2,,毛孔紧致黑炭面膜10片,,2017/11/20 1:50,
R***n,,"<div class=""comment-star star3""></div>",寄来的时候包装已经烂了,55:56.2,,毛孔紧致黑炭面膜10片,,2016/7/24 19:02,
愛***夕,PLUS会员,"<div class=""comment-star star3""></div>",包装盒都烂的不像样子,55:56.3,毛孔紧致黑炭面膜,,,,2019/5/25 23:49
b***e,PLUS会员,"<div class=""comment-star star3""></div>",外包装这么烂也发过来？,55:56.3,,毛孔紧致黑炭面膜,,,
凤***D,PLUS会员,"<div class=""comment-star star2""></div>",套装勿拆？？？？这是几个意思？,55:56.4,,毛孔紧致黑炭面膜10片,,2018/3/4 21:38,
****5,PLUS会员,"<div class=""comment-star star2""></div>",价格变化太快，不能给好评了。,55:56.5,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/25 21:02
水***头,,"<div class=""comment-star star3""></div>",外包装就一塑料袋，破损啦！,55:56.9,毛孔紧致黑炭面膜10片,,2018/3/10 18:08,,
H***Y,,"<div class=""comment-star star2""></div>",晚一天到也就算了，包装都破损,55:57.0,,毛孔紧致黑炭面膜,,,
锐***洋,,"<div class=""comment-star star2""></div>",盒子好粗糙，不知道是不是真的！,55:57.1,毛孔紧致黑炭面膜10片,,2017/9/18 1:18,,
c***n,PLUS会员,"<div class=""comment-star star3""></div>",外边包装没事里边包装破了,55:57.2,,毛孔紧致黑炭面膜,,,
1***9,,"<div class=""comment-star star2""></div>",包装都被拆开了，盒子也坏了,55:57.2,毛孔紧致黑炭面膜,,,,2019/7/26 16:13
w***9,PLUS会员,"<div class=""comment-star star2""></div>",东西还是那个，这包装，谁给解释下,55:57.3,,毛孔紧致黑炭面膜10片,,2017/8/8 12:51,
I***1,PLUS会员,"<div class=""comment-star star3""></div>",并没有吸油去黑头效果,55:57.3,毛孔紧致黑炭面膜10片,,2017/4/29 19:58,,
憨***生,,"<div class=""comment-star star3""></div>",没有一些国产来的好用,55:57.4,毛孔紧致黑炭面膜10片,,2017/8/9 10:32,,
w***n,PLUS会员,"<div class=""comment-star star3""></div>",没有在~买的好用,55:57.5,,毛孔紧致黑炭面膜10片,,2018/2/5 10:53,
****8,,"<div class=""comment-star star3""></div>",快递送过来盒子都这样了全烂了,55:57.6,,【紧致细腻】毛孔紧致黑面膜,,,
****e,,"<div class=""comment-star star2""></div>",满意，好用，下次继续购买,55:58.2,毛孔紧致黑炭面膜10片,,2016/12/9 21:11,,
u***9,,"<div class=""comment-star star3""></div>",用了感觉一般般，不像真的,55:58.2,毛孔紧致黑炭面膜10片,,2016/9/21 12:33,,
****q,PLUS会员,"<div class=""comment-star star3""></div>",这个包装实在是不敢恭维，也是醉了,55:58.3,,毛孔紧致黑炭面膜10片,,2018/7/25 23:30,
u***p,,"<div class=""comment-star star2""></div>",盒子都瘪了，感觉像烂的,55:58.3,毛孔紧致黑炭面膜,,,,2019/7/25 10:06
****7,,"<div class=""comment-star star2""></div>",用了以后过敏了，奇痒无比,55:58.4,毛孔紧致黑炭面膜10片,,2017/4/28 22:21,,
感***哒,,"<div class=""comment-star star3""></div>",用了几次一点用也没有啊,55:58.5,毛孔紧致黑炭面膜10片,,2017/8/7 19:52,,
****e,,"<div class=""comment-star star3""></div>",还没用包装让我心情不爽,55:58.5,,毛孔紧致黑炭面膜10片,,,
e***5,,"<div class=""comment-star star3""></div>",不知道真假，尺寸好像比正品小了点,55:58.6,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/22 9:02
C***N,PLUS会员,"<div class=""comment-star star3""></div>",感觉跟我之前买的不一样,55:58.7,毛孔紧致黑炭面膜10片,,2018/9/11 14:58,,
乐***君,,"<div class=""comment-star star2""></div>",产品外包装破损，看起来不像正品,55:58.7,,毛孔紧致黑炭面膜10片,,2017/7/22 14:05,
好***8,,"<div class=""comment-star star2""></div>",感觉跟以前不一样，假的,55:59.3,毛孔紧致黑炭面膜10片,,2017/11/24 21:48,,
w***a,PLUS会员,"<div class=""comment-star star3""></div>",不咋的不咋的不咋的啦啦,55:59.4,毛孔紧致黑炭面膜,,,,2019/8/3 13:12
****k,,"<div class=""comment-star star3""></div>",刚用两贴效果不是很明显,55:59.4,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/27 11:49
****a,,"<div class=""comment-star star3""></div>",不太像真品，皮肤不吸收！,55:59.5,毛孔紧致黑炭面膜10片,,2016/11/29 17:49,,
y***6,PLUS会员,"<div class=""comment-star star3""></div>",到货包装都烂了，有点担心是假货,55:59.5,毛孔紧致黑炭面膜,,,,2019/5/12 18:08
画***圈,PLUS会员,"<div class=""comment-star star2""></div>",盒子全坏的包装越来越差,55:59.6,,【紧致细腻】毛孔紧致黑面膜,,,
春***路,,"<div class=""comment-star star2""></div>",表示没什么用，在用用看吧！,55:59.7,毛孔紧致黑炭面膜10片,,2017/7/18 15:31,,
****Y,PLUS会员,"<div class=""comment-star star2""></div>",我就呵呵了，辣椒，，一份价钱一分货。。。。,55:59.8,毛孔紧致黑炭面膜10片,,2018/8/10 0:37,,
乱***亼,,"<div class=""comment-star star2""></div>",感觉没那么理想，，，还挺贵,55:59.8,毛孔紧致黑炭面膜10片,,2018/1/8 17:51,,
C***活,PLUS会员,"<div class=""comment-star star3""></div>",包装不是一般的简单，盒子都压坏了,55:59.9,毛孔紧致黑炭面膜10片,,2018/1/30 14:42,,
忧***福,,"<div class=""comment-star star3""></div>",一般吧，没有评论那么好用！,56:00.3,毛孔紧致黑炭面膜10片,,2018/7/15 10:44,,
****2,,"<div class=""comment-star star3""></div>",包装不咋滴是不是正品就不知道了,56:00.4,毛孔紧致黑炭面膜10片,,,,
f***7,PLUS会员,"<div class=""comment-star star3""></div>",说真的，个人觉得不怎么好用,56:00.5,毛孔紧致黑炭面膜10片,,,,
k***爸,,"<div class=""comment-star star2""></div>",假的，和我在韩国免税店买的就是不一样,56:00.5,毛孔紧致黑炭面膜,,,,2018/11/22 8:25
u***1,PLUS会员,"<div class=""comment-star star2""></div>",快递拆开来是这样，不想说了,56:00.6,毛孔紧致黑炭面膜10片,,2017/9/2 11:53,,
s***萌,,"<div class=""comment-star star3""></div>",一般吧，缩毛孔没有那么明显,56:00.7,毛孔紧致黑炭面膜,,,,2018/11/26 7:36
黑***生,PLUS会员,"<div class=""comment-star star3""></div>",一般吧，感觉效果不是很明显,56:00.7,毛孔紧致黑炭面膜,,,,2018/12/27 22:11
z***4,,"<div class=""comment-star star3""></div>",包装是拆过的，买4盒有3盒是拆过的。,56:00.8,毛孔紧致黑炭面膜10片,,2018/4/26 8:51,,
深***期,,"<div class=""comment-star star3""></div>",凑合吧，没感觉哪里不一样。。,56:00.8,毛孔紧致黑炭面膜10片,,2017/12/26 12:06,,
2***h,,"<div class=""comment-star star3""></div>",真的很一般，而且比较小,56:00.9,【紧致细腻】毛孔紧致黑面膜,,,,2020/3/15 9:58
T***少,,"<div class=""comment-star star3""></div>",物流挺快，就是不好使。差评。,56:01.4,毛孔紧致黑炭面膜10片,,2017/8/22 14:33,,
1***p,,"<div class=""comment-star star3""></div>",这次买的就不如第一次的好全是拆封的,56:01.5,毛孔紧致黑炭面膜10片,,2017/12/18 20:22,,
****y,,"<div class=""comment-star star2""></div>",应该是假的，和以前的不一样,56:01.6,毛孔紧致黑炭面膜10片,,2017/12/13 19:11,,
温***y,,"<div class=""comment-star star3""></div>",有股气味，不过敏就行，一般般吧,56:01.7,毛孔紧致黑炭面膜,,,,2019/9/21 15:52
W***G,PLUS会员,"<div class=""comment-star star3""></div>",包装回来就成这了也没有用盒子发货,56:01.7,,毛孔紧致黑炭面膜10片,,2018/6/6 21:05,
l***2,PLUS会员,"<div class=""comment-star star2""></div>",包装竟然是开封的，而且袋子也是破的,56:01.8,,毛孔紧致黑炭面膜10片,,2017/11/14 18:48,
****t,,"<div class=""comment-star star2""></div>",使用了一段时间没有什么改善,56:01.8,毛孔紧致黑炭面膜10片,,2018/8/8 15:44,,
X***m,,"<div class=""comment-star star3""></div>",为什么我没有确认收货就能评价了？卧，槽？,56:01.9,毛孔紧致黑炭面膜10片,,2017/12/14 10:44,,
于***峰,PLUS会员,"<div class=""comment-star star3""></div>",用了，没感觉有多少效果,56:02.0,毛孔紧致黑炭面膜10片,,2016/12/24 19:46,,
****i,,"<div class=""comment-star star3""></div>",用了两次，感觉没什么用,56:02.1,毛孔紧致黑炭面膜10片,,,,
M***3,PLUS会员,"<div class=""comment-star star3""></div>",过得去，但没有说得那么好,56:02.9,【紧致细腻】毛孔紧致黑面膜,,,,2020/2/11 23:51
u***d,,"<div class=""comment-star star3""></div>",感觉不太好，面膜不够大,56:02.9,,毛孔紧致黑炭面膜10片,,2018/6/17 23:23,
****8,,"<div class=""comment-star star2""></div>",效果不大还是蚕丝的好,56:03.0,毛孔紧致黑炭面膜10片,,2018/6/19 1:10,,
7***兽,,"<div class=""comment-star star2""></div>",这个刚打开的包装盒真是“惊喜”啊,56:03.1,,毛孔紧致黑炭面膜10片,,2017/7/14 19:14,
****v,,"<div class=""comment-star star3""></div>",品质没有以前买的好，明显不一样。,56:03.1,毛孔紧致黑炭面膜10片,,2017/11/18 20:36,,
****7,,"<div class=""comment-star star3""></div>",盒子上扫不出产品信息,56:03.2,【紧致肌肤】毛孔紧致黑面膜,,2020/9/15 19:23,,
****N,,"<div class=""comment-star star2""></div>",包装都是散的，盒子也是打开的，唉～,56:03.2,【紧致细腻】毛孔紧致黑面膜,,,,2020/2/20 14:09
柒***_,,"<div class=""comment-star star3""></div>",包装不好就跟打开过一样,56:03.3,,【紧致肌肤】毛孔紧致黑面膜,,2020/7/7 12:58,
i***X,,"<div class=""comment-star star2""></div>",配送不满意，服务不到位，不能送货上门,56:03.3,毛孔紧致黑炭面膜10片,,2016/10/19 23:39,,
k***翁,PLUS会员,"<div class=""comment-star star2""></div>",面膜都挤成一堆了，使用极不方便,56:03.4,毛孔紧致黑炭面膜,,,,2019/2/26 14:52
1***p,PLUS会员,"<div class=""comment-star star2""></div>",不是很好用也不知道是不是真的,56:03.9,毛孔紧致黑炭面膜10片,,2017/4/18 17:59,,
****t,,"<div class=""comment-star star3""></div>",有点油腻，重点是这二维码扫不到！！！,56:04.0,,毛孔紧致黑炭面膜10片,,2017/6/4 7:54,
T***儿,PLUS会员,"<div class=""comment-star star3""></div>",包装真的不咋地，东西等用过之后再来追评吧。,56:04.0,,毛孔紧致黑炭面膜,,,
x***i,PLUS会员,"<div class=""comment-star star3""></div>",然并卵，并没有什么收毛孔的效果,56:04.1,毛孔紧致黑炭面膜10片,,2018/7/28 8:33,,
****c,,"<div class=""comment-star star2""></div>",为何没收到货就显示签收了,56:04.1,【紧致肌肤】毛孔紧致黑面膜,,2020/11/12 21:02,,
彼***牛,,"<div class=""comment-star star3""></div>",用了一片，右脸略痒发红似过敏，唉,56:04.2,毛孔紧致黑炭面膜10片,,2016/9/2 10:08,,
****p,,"<div class=""comment-star star3""></div>",是有补水作用，一分价钱一分货吧,56:04.3,毛孔紧致黑炭面膜10片,,2018/4/11 14:38,,
****1,,"<div class=""comment-star star3""></div>",有保湿效果，拉皮效果一般,56:04.3,毛孔紧致黑炭面膜10片,,2017/4/12 18:21,,
****f,,"<div class=""comment-star star3""></div>",没有蓝色的好用，效果不好,56:04.4,毛孔紧致黑炭面膜10片,,2017/12/5 14:01,,
q***9,,"<div class=""comment-star star3""></div>",这是怎么了，买了这么多次，这次是怎么了,56:04.5,,毛孔紧致黑炭面膜10片,,2018/7/12 14:11,
****b,,"<div class=""comment-star star2""></div>",原本没豆豆，一用长好多，质量不咋地,56:05.0,毛孔紧致黑炭面膜10片,,2018/7/8 21:51,,
****V,,"<div class=""comment-star star3""></div>",用很多盒了，感觉不出有什么效果,56:05.1,毛孔紧致黑炭面膜10片,,2017/11/4 14:15,,
符***g,PLUS会员,"<div class=""comment-star star3""></div>",盒子都是开的，该不会是假的吧,56:05.1,,【紧致肌肤】毛孔紧致黑面膜,,2020/11/14 18:16,
****w,,"<div class=""comment-star star3""></div>",封面字体不是很清晰有点怀疑真假,56:05.2,毛孔紧致黑炭面膜10片,,2017/6/9 19:42,,
u***6,,"<div class=""comment-star star2""></div>",打开快递包装，里面的面膜盒子成这样子了。,56:05.3,,毛孔紧致黑炭面膜,,,
****X,,"<div class=""comment-star star3""></div>",盒子都是打开的，都没个封条,56:05.3,【紧致肌肤】毛孔紧致黑面膜,,2020/7/19 20:25,,
A***七,,"<div class=""comment-star star3""></div>",面膜用完感觉挺一般，有点失望,56:05.4,【紧致细腻】毛孔紧致黑面膜,,,,2020/5/21 17:29
****j,PLUS会员,"<div class=""comment-star star3""></div>",东西没有原来的好，敷上去皮肤过敏.,56:05.5,毛孔紧致黑炭面膜,,,,2019/4/25 10:56
H***n,,"<div class=""comment-star star3""></div>",包装全烂了，物流本来说昨天到，今中午送的。,56:05.6,,毛孔紧致黑炭面膜10片,,2018/5/15 12:05,
李***i,,"<div class=""comment-star star3""></div>",买完第二天就降价了，不想说什么了,56:05.7,毛孔紧致黑炭面膜10片,,2017/5/14 19:15,,
尼***尼,PLUS会员,"<div class=""comment-star star2""></div>",用完脸有点刺激，有点疼,56:06.2,【紧致细腻】毛孔紧致黑面膜,,,,2020/3/18 2:08
宁***緣,PLUS会员,"<div class=""comment-star star2""></div>",双十一41元。价格平时都有199－100。价格差不多。,56:06.3,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/14 16:16
爱***1,PLUS会员,"<div class=""comment-star star3""></div>",用的一般没感觉有什么效果,56:06.3,毛孔紧致黑炭面膜10片,,2016/11/8 10:08,,
****L,,"<div class=""comment-star star3""></div>",刚到的，不知道为什么盒子是拆开的,56:06.4,毛孔紧致黑炭面膜,,,,2019/9/27 21:19
u***e,,"<div class=""comment-star star3""></div>",很一般，没有蓝色水库的保湿,56:06.5,毛孔紧致黑炭面膜10片,,2017/12/29 20:26,,
夜***寒,,"<div class=""comment-star star2""></div>",用了好长时间，没觉得哪里好,56:06.5,毛孔紧致黑炭面膜10片,,2018/8/28 15:29,,
小***1,,"<div class=""comment-star star3""></div>",水很多但是不粘稠。跟以前买的不一样,56:06.6,毛孔紧致黑炭面膜10片,,2018/6/15 9:29,,
Z***0,,"<div class=""comment-star star2""></div>",还么用，不知道怎么样，不过盒子烂了,56:06.7,毛孔紧致黑炭面膜10片,,2018/3/26 10:12,,
帆***5,,"<div class=""comment-star star3""></div>",这个用完第二天毛孔更大了？？？？？？？,56:06.8,毛孔紧致黑炭面膜10片,,2017/7/15 23:11,,
****t,PLUS会员,"<div class=""comment-star star3""></div>",明明包装和发票上都标明是10片／盒，拆开却只有8片,56:06.8,毛孔紧致黑炭面膜10片,,2016/11/14 14:29,,
