用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****e,,"<div class=""comment-star star3""></div>",还可以刚用还没发现效果，但没有之前用面膜时的清凉感,2022-04-23 20:41:08.183,美白黑炭面膜10片,,2017-09-17 15:30,,
越***z,,"<div class=""comment-star star3""></div>",面膜太厚了、没什么效果、因人而异吧……,2022-04-23 20:41:08.240,,美白黑炭面膜,,,
u***2,,"<div class=""comment-star star3""></div>",怎么说也就那样，用完没什么变化。价格就不说了双11，长的……,2022-04-23 20:41:08.300,美白黑炭面膜10片,,2017-11-16 17:11,,
a***p,,"<div class=""comment-star star3""></div>",还没用，不知道效果…,2022-04-23 20:41:08.365,,透亮黑炭面膜10片,,2016-08-26 17:35,
****5,,"<div class=""comment-star star3""></div>",用了一半，没什么感觉……,2022-04-23 20:41:08.447,美白黑炭面膜10片,,2017-09-05 14:48,,
u***j,,"<div class=""comment-star star3""></div>",还没用，有结果再评论,2022-04-23 20:41:08.562,【补水提亮】美白保湿黑面膜,,2020-10-26 14:54,,
h***2,PLUS会员,"<div class=""comment-star star3""></div>",还没使用，不知道产品效果怎么样。但是京东快递没有按照承诺的时间送达。，也没有给出很好的解释。,2022-04-23 20:41:08.637,【补水提亮】美白保湿黑面膜,,2020-08-25 17:16,,
****w,,"<div class=""comment-star star3""></div>",面膜还行吧，买了多次了，这次包装不够完美，不过售后服务态度很好的给解决了,2022-04-23 20:41:09.133,,美白黑炭面膜,,,
****c,,"<div class=""comment-star star3""></div>",面膜贴在脸上比较服帖，里面的精华含量挺少的。,2022-04-23 20:41:09.255,,【补水提亮】美白保湿黑面膜,,2020-11-14 21:24,
然***1,,"<div class=""comment-star star3""></div>",就是包装很不好，贴合效果：还好,2022-04-23 20:41:09.374,【提亮焕肤】美白保湿黑面膜,,2021-11-11 12:35,,
****a,PLUS会员,"<div class=""comment-star star3""></div>",没有以前好，水不多，面膜拿出来很干，精华液少,2022-04-23 20:41:09.462,美白黑炭面膜,,,,2019-02-17 07:31
你***爱,PLUS会员,"<div class=""comment-star star3""></div>",不知道效果怎么样，反正包装不好，应该是正品，用用再说吧。,2022-04-23 20:41:09.578,,美白黑炭面膜10片,,2018-03-01 19:43,
Y***s,PLUS会员,"<div class=""comment-star star3""></div>",跟朋友在香港带的不一样，在香港带回来的、比较好用,2022-04-23 20:41:09.646,美白黑炭面膜,,,,2019-07-16 23:18
****o,PLUS会员,"<div class=""comment-star star3""></div>",普通保养必备，面膜经常做，一天一贴，没感觉什么效果，就是平常必备保养,2022-04-23 20:41:09.724,,美白黑炭面膜10片,,2018-06-08 10:04,
巴***已,PLUS会员,"<div class=""comment-star star3""></div>",用起来不错，美白效果有一点点，价钱比别的店贵太多，没必要买这个,2022-04-23 20:41:09.806,美白黑炭面膜10片,,2017-01-09 20:00,,
****g,,"<div class=""comment-star star3""></div>",我之前一直用这个面膜一直都感觉挺好的，很补水，但是这次159买3件这个活动买的这三款都没有原来的精华液多，非常明显。,2022-04-23 20:41:09.891,美白黑炭面膜,,,,2019-09-06 22:38
飞***天,PLUS会员,"<div class=""comment-star star3""></div>",之前听同学说挺好，在京东买了一盒，感觉效果一般，也不知道是不是真的,2022-04-23 20:41:09.977,美白黑炭面膜10片,,2018-01-01 14:27,,
那***娜,,"<div class=""comment-star star3""></div>",收到了，不知道怎么样，看评论好像还行，希望可以抗住这干燥的天气,2022-04-23 20:41:10.563,,透亮黑炭面膜10片,,2016-12-19 16:03,
****s,,"<div class=""comment-star star3""></div>",刚到手就试了哈结果第二天脸上痘痘明显多了???。可能是过敏吧,2022-04-23 20:41:10.632,美白黑炭面膜10片,,2017-12-01 20:54,,
a***g,PLUS会员,"<div class=""comment-star star3""></div>",产品质感：没有衬纸使用感受：美白补水效果一般其他特色：面膜略短适合脸小的,2022-04-23 20:41:10.693,,美白黑炭面膜,,,
夜***人,PLUS会员,"<div class=""comment-star star3""></div>",之前用过，面膜不错，但是这次的快递把包装都摔坏了，618太火爆更要注重快递质量啊。,2022-04-23 20:41:10.771,,美白黑炭面膜10片,,2018-06-19 17:25,
****W,,"<div class=""comment-star star3""></div>",快递速度还可以！但好像没有美白的效果……不知道大家用着怎么样？,2022-04-23 20:41:10.841,美白黑炭面膜10片,,2017-05-28 01:04,,
u***9,PLUS会员,"<div class=""comment-star star3""></div>",用这么多款美迪惠尔面膜，这款最辣鸡，毛孔容易堵塞，三个人用了都这样说，还不补水,2022-04-23 20:41:10.920,美白黑炭面膜,,,,2019-09-27 00:31
****m,,"<div class=""comment-star star3""></div>",回来包装是开着的，好像被人打开过一样，这个有点失望，不过快递挺快的，应该是正品吧，还没使用,2022-04-23 20:41:10.985,【焕白因子】美白保湿黑面膜,,,,2020-02-09 13:39
你***9,PLUS会员,"<div class=""comment-star star3""></div>",给老妈买的她说搞活动这次买的没有我之前给它买的好精华少很快就干了,2022-04-23 20:41:11.093,美白黑炭面膜,,,,2019-07-04 18:11
****h,,"<div class=""comment-star star3""></div>",到家就使用了，感觉还可以。就是包装看着模糊，不像真的。但是用着还可以。应该是真的吧,2022-04-23 20:41:11.162,美白黑炭面膜10片,,2017-07-14 15:21,,
白***花,,"<div class=""comment-star star3""></div>",用了一次，觉得很油，好像吸收不了一样。京东的送货速度真的是快，超赞...,2022-04-23 20:41:11.238,美白黑炭面膜10片,,2017-11-24 09:27,,
李***W,PLUS会员,"<div class=""comment-star star3""></div>",物流很给力，东西很快收到了。可能是我皮肤太干燥了，不太适合我，用了皮肤还是很干燥。,2022-04-23 20:41:11.876,美白黑炭面膜10片,,2017-01-05 10:43,,
喳***g,PLUS会员,"<div class=""comment-star star3""></div>",给朋友买的，比**上便宜很多，而且活动力度也比较大，比较喜爱的一款，挺好的，不错,2022-04-23 20:41:11.957,,美白黑炭面膜10片,,2018-08-10 20:57,
j***8,PLUS会员,"<div class=""comment-star star3""></div>",味道还是可以的，但是眼眶、嘴唇、鼻的扣圈与朋友从加拿大带过来的同产品相比太正常，怀疑不是正品。,2022-04-23 20:41:12.062,美白黑炭面膜10片,,,,
清***一,,"<div class=""comment-star star3""></div>","一次性买了三盒,价格便宜,才用一片,液体不刺激眼晴,不知效果如何,期待中…",2022-04-23 20:41:12.146,,美白黑炭面膜,,,
****r,,"<div class=""comment-star star3""></div>",我怀疑我买到的不是正品，用后脸部比之前还干，而且额头还长了很多小疙瘩，凭良心说,2022-04-23 20:41:12.207,美白黑炭面膜10片,,2018-01-17 00:55,,
****8,,"<div class=""comment-star star3""></div>",挺好用的........,2022-04-23 20:41:12.277,美白黑炭面膜10片,,2017-06-02 22:07,,
r***8,,"<div class=""comment-star star3""></div>",物流很给力，今天凌晨拍的，没想到下午就到手啦，还没用呢，回头再评。,2022-04-23 20:41:12.339,,美白黑炭面膜10片,,,
坚***豚,PLUS会员,"<div class=""comment-star star3""></div>",促销159三盒买的。盒子包装很不正规的样子，有挤压，有一盒都漏出来了，不知道真假，先用着吧。以前用过这个牌子的，妈妈反应不错。,2022-04-23 20:41:12.431,,美白黑炭面膜,,,
****z,PLUS会员,"<div class=""comment-star star3""></div>",搞活动买的，挺划算！,2022-04-23 20:41:12.548,【提亮焕肤】美白保湿黑面膜,,2021-06-23 13:00,,
芳***琳,,"<div class=""comment-star star3""></div>",买了一大堆日用品，还没用，过几天再追评，快递倒是挺快的！用后脸上很干。美白没什么效果！,2022-04-23 20:41:12.646,,美白黑炭面膜,,,
我***宝,,"<div class=""comment-star star3""></div>",感觉还可以吧，表示面膜用的不是很多，效果我不知道，看口碑买的，大家就不要看我这条评论吧，凭着良心说话。,2022-04-23 20:41:13.162,透亮黑炭面膜10片,,2016-08-30 09:20,,
h***儿,PLUS会员,"<div class=""comment-star star3""></div>",一直在用美迪惠尔的面膜，这款美白面膜第二次用了，接着洗完脸会感觉皮肤白了一到两个度，过一会脸就恢复原样了，就把它当作补水的用就好了,2022-04-23 20:41:13.227,美白黑炭面膜10片,,2018-08-21 08:08,,
j***g,,"<div class=""comment-star star3""></div>",一直用这个牌子，觉得很实惠，保湿效果很好，应该是正品，最喜欢这个效果的，美白保湿，黑炭，包装不错，物流很快，配送服务态度也不错，满减很划算，性价比不错。,2022-04-23 20:41:13.309,,美白黑炭面膜10片,,2018-01-24 21:27,
****w,,"<div class=""comment-star star3""></div>",还行吧，用了几张没有太大的效果，比以前买的御泥坊的好些，没有酒精味，等用完再看效果,2022-04-23 20:41:13.388,,美白黑炭面膜10片,,2017-08-13 09:31,
****0,,"<div class=""comment-star star3""></div>",还行，用起来比较温和。,2022-04-23 20:41:13.452,【提亮焕肤】美白保湿黑面膜,,2021-11-13 22:04,,
你***啊,,"<div class=""comment-star star3""></div>",敷完面膜用化妆棉擦一层黑棉絮，面膜上掉的，所以敷衍必须要洗脸，太脏了，补水效果还挺好精华很多,2022-04-23 20:41:13.538,透亮黑炭面膜10片,,2016-10-02 11:18,,
****a,,"<div class=""comment-star star3""></div>",产品质感：有点差。使用感受：精华液少，痘痘肌用了会闷痘。适合肤质：干皮肤。补水效果：一般贴合效果：还好,2022-04-23 20:41:13.601,美白黑炭面膜,,,,2019-09-18 16:29
w***e,,"<div class=""comment-star star3""></div>",物流很快，上午下单，晚上就可以到了，就是优惠力度不大,2022-04-23 20:41:13.657,【提亮焕肤】美白保湿黑面膜,,2021-12-24 08:47,,
****d,PLUS会员,"<div class=""comment-star star3""></div>",宝贝用了一个星期来评价，味道很好闻，用后感觉还可以，但是能美白我就没有感觉到，一般般。,2022-04-23 20:41:13.742,美白黑炭面膜10片,,2017-05-24 14:18,,
姚***士,PLUS会员,"<div class=""comment-star star3""></div>",给媳妇买的，一般般，没啥效果，女人喜欢没办法，就是偏钱的玩意儿……,2022-04-23 20:41:13.817,,【提亮焕肤】美白保湿黑面膜,,2021-12-03 19:09,
u***7,,"<div class=""comment-star star3""></div>",面膜补水效果还是可以的。想吐嘈面膜的折叠不方便打开，设计不合理。,2022-04-23 20:41:14.288,【补水提亮】美白保湿黑面膜,,2020-08-29 12:48,,
l***8,PLUS会员,"<div class=""comment-star star3""></div>",这个面膜很小！无法完全覆盖整张脸！用起来还好！没什么大感觉！,2022-04-23 20:41:14.370,【补水提亮】美白保湿黑面膜,,2020-08-30 08:44,,
****1,,"<div class=""comment-star star3""></div>",有点生气才收到货今天再看就又降价了我的心好痛还没有使用用完再来追评,2022-04-23 20:41:14.442,【提亮焕肤】美白保湿黑面膜,,2021-08-11 13:52,,
王***Y,PLUS会员,"<div class=""comment-star star3""></div>",产品质感：一次买了三件，因为三件五折。每一盒十片。嗯，包装很精美，手感不错。收到当天，就用了一片，嗯，效果还是不错的，贴完之后皮肤嫩嫩的水水的。,2022-04-23 20:41:14.536,,【焕白因子】美白保湿黑面膜,,,
1***p,PLUS会员,"<div class=""comment-star star3""></div>",知道萨德事件之前买的！早知道绝对不买！！！一起买的自然堂，韩后面膜都不错超级补水，推荐！爱我中华支持国货！,2022-04-23 20:41:14.590,,美白黑炭面膜10片,,,
七***苿,,"<div class=""comment-star star3""></div>",一直用这个牌子，又买了四盒。但这家应该不是正品。面膜袋上没有防伪标志。,2022-04-23 20:41:14.660,【提亮焕肤】美白保湿黑面膜,,2021-10-23 12:12,,
Y***姐,,"<div class=""comment-star star3""></div>",京东快递就是给力，特意试过才来评价，买的两盒美白的面膜不错，用完后脸滑滑的但没觉得白多少，精华液也不少，很贴脸，隔天又再买多两盒不同功效的，放在冰箱里冰着敷舒服?,2022-04-23 20:41:14.734,,美白黑炭面膜10片,,2017-07-15 14:09,
E***m,PLUS会员,"<div class=""comment-star star3""></div>",面膜收到了，双11买的，很划算，比平常买便宜了好多，建议大家双11多囤点，和同事一起买的，她很喜欢用这款，以后需要还会光顾的。,2022-04-23 20:41:14.792,,【提亮焕肤】美白保湿黑面膜,,2021-11-23 12:06,
雨***6,PLUS会员,"<div class=""comment-star star3""></div>",这款面膜很干，一敷到脸上就很干，根本没什么精华，不知道那么多的好评哪来的？估计雇了很多水军好评的。,2022-04-23 20:41:14.855,【补水提亮】美白保湿黑面膜,,2020-08-27 22:11,,
受***猫,,"<div class=""comment-star star3""></div>",产品质感：挺好，我已经回购三次了，第一次买这种的。使用感受：一般适合肤质：我是干性的补水效果：这里面跟水一样，不知道精华也不知道什么，反正挺多贴合效果：挺贴合的,2022-04-23 20:41:14.955,,【补水提亮】美白保湿黑面膜,,2020-10-11 21:03,
旧***茸,PLUS会员,"<div class=""comment-star star3""></div>",特意用了一片才来评价，昨晚用的，现在已经完全忘了是什么感觉。没有任何惊艳，用和没用差不多。我更喜欢蓝色那个，补水效果看得见。,2022-04-23 20:41:15.700,,美白黑炭面膜10片,,2017-07-13 18:50,
前***8,PLUS会员,"<div class=""comment-star star3""></div>",这款面膜还可以，刚敷完面膜的时候我觉得肉眼见的变白了一点点，而且也挺水润的，但是过会就变回原来了，果然做啥事都得坚持啊～希望多敷面膜能改善肌肤，让我皮肤更白嫩一点～这款面膜总体还是不错的，下次考虑还会回购。,2022-04-23 20:41:15.888,,【补水提亮】美白保湿黑面膜,,2020-08-22 02:33,
****y,PLUS会员,"<div class=""comment-star star3""></div>",产品质感：质感倒是没有什么问题，补水效果：个人感觉一般，贴合效果：挺服帖的使用感受：因为我是第一次用这个牌子的面膜，完全是看评价下单的，唉，也许每个人肤质都不一样，吸收效果也不一样吧……,2022-04-23 20:41:16.007,【补水提亮】美白保湿黑面膜,,2020-11-13 07:59,,
M***j,PLUS会员,"<div class=""comment-star star3""></div>",618活动买了很多款，各好几盒，每款精华液都很多，但每次敷完面膜都感觉鼻子很干燥，可能不适合我的皮肤，物流一如既往的给力。,2022-04-23 20:41:16.125,,【提亮焕肤】美白保湿黑面膜,,2021-07-26 14:34,
小***吃,,"<div class=""comment-star star3""></div>",包装拆开都坏了不开心,2022-04-23 20:41:16.227,,透亮黑炭面膜10片,,2016-10-23 13:35,
****c,PLUS会员,"<div class=""comment-star star2""></div>",感觉有点贵不值这个价,2022-04-23 20:41:16.335,透亮黑炭面膜10片,,2016-11-06 18:04,,
妞***7,PLUS会员,"<div class=""comment-star star2""></div>",包装让人怀疑它的质量,2022-04-23 20:41:16.434,,美白黑炭面膜,,,
****o,,"<div class=""comment-star star2""></div>",东西还行，就是物流有点慢,2022-04-23 20:41:16.533,美白黑炭面膜10片,,2017-08-13 18:42,,
也***9,,"<div class=""comment-star star3""></div>",二维码遮住是几个意思啊,2022-04-23 20:41:16.640,,美白黑炭面膜,,,
****8,,"<div class=""comment-star star3""></div>",包装是破的，连封口都没有,2022-04-23 20:41:16.796,,美白黑炭面膜,,,
s***7,PLUS会员,"<div class=""comment-star star3""></div>",价格贵，提高价格再减价,2022-04-23 20:41:17.450,美白黑炭面膜10片,,2017-07-28 21:05,,
曹***诺,,"<div class=""comment-star star3""></div>",包装寄过来的时候都烂掉了,2022-04-23 20:41:17.591,透亮黑炭面膜10片,,2016-08-24 22:52,,
****t,,"<div class=""comment-star star3""></div>",为什么过来以后盒子是扁的,2022-04-23 20:41:17.712,美白黑炭面膜10片,,2017-07-06 19:40,,
