用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
心***g,,"<div class=""comment-star star3""></div>",做活动买的，很划算，但感觉跟之前买的不一样，面膜纸厚，精华少,2022-04-23 20:10:18.906,胶原蛋白面膜,,,,2019-04-17 22:16
分***源,PLUS会员,"<div class=""comment-star star3""></div>",感觉主要是补水吧，没其他特别效果，或许可能得坚持用几个月吧，,2022-04-23 20:10:18.975,胶原蛋白面膜,,,,2019-05-22 08:28
j***g,,"<div class=""comment-star star3""></div>",一直用这个牌子，觉得很实惠，保湿效果很好，这次买的还没使用，应该是正品，一起买了几组，包装不错，物流很快，配送服务态度也不错，满减很划算，性价比不错。,2022-04-23 20:10:19.029,,胶原蛋白面膜10片,,2018-01-24 21:26,
O***c,PLUS会员,"<div class=""comment-star star3""></div>",搞活动买了八盒，用完脸上有些搓泥，不知道真假,2022-04-23 20:10:19.086,,【光滑弹嫩】胶原蛋白面膜,,2021-12-18 14:20,
****Q,,"<div class=""comment-star star3""></div>",去黄，改善暗沉，补水保湿效果极好,2022-04-23 20:10:19.141,,【光滑弹嫩】胶原蛋白面膜,,2021-12-08 22:25,
****n,,"<div class=""comment-star star3""></div>",胶原蛋白这款精华液太少。补水的精华多但感觉吸收的很慢。目前就用了这两款面膜。用过其他的再来评价！,2022-04-23 20:10:19.194,,胶原蛋白面膜,,,
F***H,,"<div class=""comment-star star3""></div>",这次一共买了三盒，够用一段时间了，这款是第一次买，不知道好不好用，价格便宜，但不知道是不是正品，有点担心,2022-04-23 20:10:19.262,,胶原蛋白面膜10片,,2017-07-13 15:12,
u***3,,"<div class=""comment-star star3""></div>",补水效果还是挺不错的，只是感觉有点厚重,2022-04-23 20:10:19.338,【光滑弹嫩】胶原蛋白面膜,,2022-04-01 18:31,,
我***爱,,"<div class=""comment-star star3""></div>",第一次购买，使用后觉得面膜一般以前用的美丽即面膜比较好用，这个用完了撕下来必须要用清水洗过才行。,2022-04-23 20:10:19.393,,胶原蛋白面膜10片,,2018-05-17 07:57,
小***8,PLUS会员,"<div class=""comment-star star3""></div>",使用感受：感觉不大好，之前敷脸上刚刚好，这次买的眼睛嘴巴那里都特别大，感觉假了！,2022-04-23 20:10:19.455,【紧致肌肤】胶原蛋白面膜,,,,2020-06-07 00:27
啦***儿,PLUS会员,"<div class=""comment-star star3""></div>",我感觉还行吧，敷完也不是很好用的样子……一共买了十几款面膜，感觉都差不多……没有什么特别，考虑换一款,2022-04-23 20:10:19.746,,胶原蛋白面膜10片,,2018-06-28 09:18,
野***r,PLUS会员,"<div class=""comment-star star3""></div>",产品质感：看到的第一眼有点小失望价格跟在韩国买的便宜不少外包装看着跟韩国买的不一样快递倒是很快上午下单晚上到了还未使用希望在京东的大牌子没有什么意外我愿意选择相信京东,2022-04-23 20:10:19.803,,【弹力紧致】胶原蛋白面膜,,,
****b,,"<div class=""comment-star star3""></div>",这款没用过，不知道效果怎么样，等用了再复评,2022-04-23 20:10:19.864,【光滑弹嫩】胶原蛋白面膜,,2021-07-25 11:39,,
****ル,PLUS会员,"<div class=""comment-star star3""></div>",不知道是不是真的，感觉没有传说中那么好。终于收到我需要的宝贝了，东西很好，价美物廉！这是我购物这么久以来让我很满意的一次。无论是卖家的态度还是对物品，我都非常满意的。卖家态度很专业热情，有问必答，回复也很快，我问了不少问题，都不觉得烦，都会认真的回答我，这点我向卖家表示由衷的敬意，这样的好卖家可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，喜欢的亲们快快入手吧！,2022-04-23 20:10:19.920,胶原蛋白面膜10片,,2018-08-11 23:38,,
初***庐,PLUS会员,"<div class=""comment-star star3""></div>",可能跟我的皮肤有关系用了之后开始冒痘,2022-04-23 20:10:19.969,【弹力嫩滑】胶原蛋白面膜,,2022-04-17 22:38,,
****i,,"<div class=""comment-star star3""></div>",补水还可以……,2022-04-23 20:10:20.015,胶原蛋白面膜10片,,2017-08-14 21:05,,
看***喽,,"<div class=""comment-star star3""></div>",我是周三用补水的周日用胶原蛋白的，挺不错的，会继续用的，用面膜也得有个时间反应啊，慢慢来，会继续的,2022-04-23 20:10:20.054,胶原蛋白面膜,,,,2019-03-29 19:24
****y,,"<div class=""comment-star star3""></div>",产品质感：用着一般吧使用感受：可以。贴合效果：还可以。其他特色：面膜纸上面有美迪惠尔的标志，我是第一次见。适合肤质：我是油性皮肤。补水效果：不出错吧。,2022-04-23 20:10:20.099,,,,,
一***A,,"<div class=""comment-star star3""></div>",第一次买了玄彬同款用着效果挺好，这次换成胶原蛋白这款，感觉不好，失望了,2022-04-23 20:10:20.140,【光滑弹嫩】胶原蛋白面膜,,2021-09-17 13:23,,
****上,,"<div class=""comment-star star3""></div>",这款用着还可以，就是在这里买的部分里面没什么水分干干的。配送过来包装全坏了。京东现在经常有包装坏掉的产品送过来，应该注意下。,2022-04-23 20:10:20.188,,胶原蛋白面膜10片,,2018-01-29 09:26,
****P,,"<div class=""comment-star star3""></div>",活动时买的还算可以，但是跟以前买的确实不一样，拿了我之前买的对比，面膜纸薄也没有我以前买的柔软，相对来说感觉敷在脸上干的比我之前买的快，但效果还是可以，不知道真假！,2022-04-23 20:10:20.496,胶原蛋白面膜10片,,2017-06-03 06:46,,
豆***露,PLUS会员,"<div class=""comment-star star3""></div>",估计可能因为自己皮肤比较敏感，第一次用有点过敏了，起了好多小小的红色的痘痘，我都不好用第二张了，等再试试再说吧,2022-04-23 20:10:20.546,【弹力紧致】胶原蛋白面膜,,,,2020-01-08 19:06
****d,PLUS会员,"<div class=""comment-star star3""></div>",使用感受：精华液偏少，不到二十分钟面膜就干了，不知道效果怎么样，先用几天再来评价,2022-04-23 20:10:20.604,【提亮紧致】胶原蛋白面膜,,2020-11-09 18:09,,
****d,PLUS会员,"<div class=""comment-star star3""></div>",使用感受：里面精华液偏少，不到二十分钟面膜就干了，不知道效果怎么样，再用几天再来评价,2022-04-23 20:10:20.660,【提亮紧致】胶原蛋白面膜,,2020-11-09 18:08,,
****5,,"<div class=""comment-star star3""></div>",不评论是真是假，只谈感受，每天一贴还是感觉干，但是之前买的蓝色款纯补水的那个就效果很好，也是京东自营买的，那个第二天一整天都水水的，对比好明显，怪不得这个便宜，今天丹尼斯森田做活动，又买了四盒，再试试，比较一下,2022-04-23 20:10:20.715,胶原蛋白面膜10片,,2017-10-28 21:53,,
正***9,,"<div class=""comment-star star3""></div>",产品质感：质感还是不错的使用感受：使用感真的极差，可能不适合我肤质吧，我轻干，不推荐,2022-04-23 20:10:20.767,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-25 20:01,,
楚***清,,"<div class=""comment-star star3""></div>",面膜已收到，京东的发货和物流确实是快，第二天就到了，包装还行。面膜还没用过，等用过再来追评吧,2022-04-23 20:10:20.824,,【光滑弹嫩】胶原蛋白面膜,,2021-07-03 17:42,
宝***3,,"<div class=""comment-star star3""></div>",感觉韩货面膜还是可以的，贴的时候还比较舒服，但是感觉效果不咋的，坚持贴了一年多的面膜皮肤也没什么改善，搞活动时买的，用点面膜心里踏实,2022-04-23 20:10:20.890,,胶原蛋白面膜10片,,2017-06-01 22:55,
****f,,"<div class=""comment-star star3""></div>",第一次用这个牌子的面膜，感觉还不错不错?，快递员真心负责，因本人不在家，打电话来告诉我放在物管处并且还告诉我具体位置,2022-04-23 20:10:20.946,胶原蛋白面膜,,,,2019-05-03 08:48
a***7,PLUS会员,"<div class=""comment-star star3""></div>",之前买过这个牌子蓝色包装的，感觉还不错，这次买了黄色包装的很不满意，这个敷在脸上很快就干了，感觉都是水。,2022-04-23 20:10:21.010,,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-19 12:42,
李***g,PLUS会员,"<div class=""comment-star star3""></div>",没有第一次买好用，第一次买的精华很多，而且面膜也很软很舒服，这个感觉面膜好粗糙，精华也很少，敷脸感觉干干的，不滋润，不知道是不是批次的问题，这次不满意,2022-04-23 20:10:21.336,胶原蛋白面膜10片,,2016-12-04 23:16,,
****8,,"<div class=""comment-star star3""></div>",物流很快，但是怎么里面的精华液那么少，贴在脸上几分钟就干了,2022-04-23 20:10:21.383,【光滑弹嫩】胶原蛋白面膜,,2021-11-10 09:04,,
张***淑,PLUS会员,"<div class=""comment-star star3""></div>",原先用过韩国购买的小熊加强修护版的，精华很多，效果很好，这款胶原蛋白的试用了一贴，精华很少，甚至膜纸有的部位都没有精华，和韩国本土购买的还是有些区别，有点失望。,2022-04-23 20:10:21.426,【提亮紧致】胶原蛋白面膜,,2020-10-26 10:38,,
u***c,PLUS会员,"<div class=""comment-star star3""></div>",补水效果还行吧，但总得感觉没以前好用呢，贴完后第二天脸还有轻微刺痛感,2022-04-23 20:10:21.485,,【光滑弹嫩】胶原蛋白面膜,,2021-10-18 22:28,
****。,,"<div class=""comment-star star3""></div>",之前在店里买的，精华很多，面膜拿出来精华液就往下淌，袋子里还会有多余的精华液。但是，这还京东买的，面膜上精华液并不多，贴上一会就干了，袋子里也是没有多余的精华液，慎重购买,2022-04-23 20:10:21.529,【提亮紧致】胶原蛋白面膜,,2020-08-22 22:54,,
C***8,PLUS会员,"<div class=""comment-star star3""></div>",京东搞活动买的，很划算很便宜，说说使用感受吧，这款面膜的味道香精味有点浓重，精华还算多吧，敷完还能挤出不少精华液，补水力度不大，敷完没有什么水润潤的感觉，整体来说，没什么效果，面膜贴合度还算可以，面膜纸比较厚，一分钱一分货，就是随便敷敷吧，总比不敷面膜好吧,2022-04-23 20:10:21.572,,胶原蛋白面膜,,,
吃***甜,,"<div class=""comment-star star3""></div>",贴合效果：不太贴合，面膜拿出来展开会变得很大，变形了使用感受：味道有些怪，类似于泡了很久的银耳。补水效果：不如蓝色包装补水效果好，精华液有些少适合肤质：油性皮肤可以使用,2022-04-23 20:10:21.619,,【提亮紧致】胶原蛋白面膜,,2020-10-12 21:09,
姚***士,PLUS会员,"<div class=""comment-star star3""></div>",给媳妇买的，我觉得东西一般般吧，实际使用也是没啥效果的，女人喜欢没办法，图个心里安慰，自以为有效果?其实就是偏钱的玩意儿……,2022-04-23 20:10:21.667,,【光滑弹嫩】胶原蛋白面膜,,2021-12-03 19:11,
****v,,"<div class=""comment-star star3""></div>",第一次购买物流速度很快不知道商品质量如何包装极其简单一分价钱一份货买了4盒性价比高希望该产品用过后有一定效果。,2022-04-23 20:10:21.710,,【光滑弹嫩】胶原蛋白面膜,,2022-03-16 12:22,
v***g,PLUS会员,"<div class=""comment-star star3""></div>",浓浓的香精味，很浓很刺鼻，面膜纸很硬一开打就变形了，如果这是正品的话它应该是正品中的劣质品,2022-04-23 20:10:21.766,【光滑弹嫩】胶原蛋白面膜,,2021-09-11 07:34,,
尼***姐,,"<div class=""comment-star star3""></div>",在用其他的，这个还没用不知道。就是双十一特意在直播间问了确定说是买四送一发回来问客服说只有一款是买四送一有可能是我理解错了？没时间去退留着用吧也不贵看看效果怎么样,2022-04-23 20:10:22.079,【光滑弹嫩】胶原蛋白面膜,,2021-11-23 09:40,,
1***p,PLUS会员,"<div class=""comment-star star3""></div>",618买的，一共买了4盒，价格很便宜，但是感觉跟之前买的面膜还是不一样，之前用的这款面膜，膜很薄，然后精华很多，很足，很好用，但是这个感觉有一点点干，精华液没多少，面膜纸有点厚，不贴合，嘴巴和眼睛的部位都很大，脸上没多少，有一点点的香味，除此之外其他的都还好！,2022-04-23 20:10:22.134,,【提亮紧致】胶原蛋白面膜,,2020-06-21 20:13,
****k,,"<div class=""comment-star star3""></div>",包装为什么是呗打开的,2022-04-23 20:10:22.189,,胶原蛋白面膜10片,,2017-11-04 15:08,
w***i,,"<div class=""comment-star star3""></div>",包装盒底部已经打开了,2022-04-23 20:10:22.243,,胶原蛋白面膜10片,,2018-02-23 19:12,
u***i,PLUS会员,"<div class=""comment-star star2""></div>",，还可以吧，就是韩国产的,2022-04-23 20:10:22.301,胶原蛋白面膜10片,,2017-05-14 15:38,,
o***d,PLUS会员,"<div class=""comment-star star3""></div>",价格还是很贵的没有促销,2022-04-23 20:10:22.357,胶原蛋白面膜10片,,2017-12-14 20:36,,
小***迪,PLUS会员,"<div class=""comment-star star3""></div>",和在韩国买的包装不一样,2022-04-23 20:10:22.412,胶原蛋白面膜10片,,2018-03-03 18:33,,
u***z,,"<div class=""comment-star star2""></div>",面膜包装坏了，不知道真假,2022-04-23 20:10:22.474,胶原蛋白面膜,,,,2019-09-12 11:50
F***g,,"<div class=""comment-star star2""></div>",两盒收货到货多打开了的！,2022-04-23 20:10:22.531,,胶原蛋白面膜10片,,2018-08-11 15:48,
妖***梦,,"<div class=""comment-star star3""></div>",不知真假。和之前包装不一样,2022-04-23 20:10:22.596,胶原蛋白面膜10片,,2017-10-17 19:22,,
精***5,PLUS会员,"<div class=""comment-star star2""></div>",一直用的牌子，近来有些担心,2022-04-23 20:10:22.936,胶原蛋白面膜10片,,2018-06-21 12:33,,
H***Y,,"<div class=""comment-star star2""></div>",晚一天也就算了，包装都破损,2022-04-23 20:10:22.983,,胶原蛋白面膜,,,
u***b,,"<div class=""comment-star star3""></div>",真是很一般对不起这个价位,2022-04-23 20:10:23.023,胶原蛋白面膜,,,,2019-10-04 09:24
c***d,,"<div class=""comment-star star3""></div>",盒子打开的，快递包装简陋，,2022-04-23 20:10:23.075,,胶原蛋白面膜10片,,2017-12-17 02:21,
u***d,,"<div class=""comment-star star2""></div>",感觉不是正品，不敢相信京东了,2022-04-23 20:10:23.118,,胶原蛋白面膜10片,,2018-03-15 21:46,
无***1,PLUS会员,"<div class=""comment-star star3""></div>",买完就降价情何以堪降了一半,2022-04-23 20:10:23.158,胶原蛋白面膜10片,,,,
s***5,,"<div class=""comment-star star2""></div>",5天才到货5天才到货5天才到货,2022-04-23 20:10:23.199,胶原蛋白面膜10片,,2017-11-15 07:34,,
慌***Y,PLUS会员,"<div class=""comment-star star2""></div>",也不知道是不是正品用用看吧,2022-04-23 20:10:23.242,,胶原蛋白面膜,,,
傲***c,,"<div class=""comment-star star2""></div>",不知道真假快递送来就破损了,2022-04-23 20:10:23.282,胶原蛋白面膜10片,,2017-12-13 09:26,,
m***3,,"<div class=""comment-star star3""></div>",不是正品，又懒得退货勉强留下了,2022-04-23 20:10:23.331,胶原蛋白面膜,,,,2018-11-27 08:11
静***8,,"<div class=""comment-star star3""></div>",刚买过就降价，还不能申请价保,2022-04-23 20:10:23.648,胶原蛋白面膜10片,,2017-10-13 23:50,,
Y***9,PLUS会员,"<div class=""comment-star star3""></div>",套装勿拆形同虚设，盒子又瘪又烂。,2022-04-23 20:10:23.704,,胶原蛋白面膜10片,,2017-11-07 21:26,
z***0,PLUS会员,"<div class=""comment-star star3""></div>",使用感受：一般般，不建议购买，不喜欢,2022-04-23 20:10:23.765,胶原蛋白面膜,,,,2019-10-03 16:13
****v,,"<div class=""comment-star star2""></div>",刚收到货就降价了，价格不稳定,2022-04-23 20:10:23.819,胶原蛋白面膜10片,,2018-01-26 23:03,,
