用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
****蓝,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜也是朋友推荐的，据说补水效果特别好，让我试一试，我趁做活动的时候入手几套，也用了一段时间，感觉还是不错，贴上面膜后大概十五分钟吧，我取下来会轻拍面部致剩余的精华全部吸收。我个人觉得这款真心不错，比我之前用的补水效果都好。,【焕白因子】美白保湿黑面膜,,,,10:51.6,2020/5/3 10:24
****m,,"<div class=""comment-star star5""></div>",一直用着这款面膜，感觉还不错呢，关键快递也很给力，家人用着也觉得挺好，不像有些面膜酒精含量很高，比较温和,,,美白黑炭面膜,,10:51.6,
喵***子,,"<div class=""comment-star star5""></div>",产品质感：好朋友介绍说这款面膜使用感还不错，买来了试一试。包装很好看，黑色的面膜纸也很有质感。使用感受：目前觉得还算是补水的，也是会回购的款。他家面膜最初入手的是蓝色那款，个人觉得这款要比蓝色那款好用。而且京东打折力度比较大，送货速度也超级快。,【补水提亮】美白保湿黑面膜,2020/10/19 11:18,,,10:51.7,
小***米,,"<div class=""comment-star star5""></div>",完美贴合，大小刚刚好，非常滋润，味道香香的，就喜欢这款面膜，第N次购买和使用。,,,【提亮焕肤】美白保湿黑面膜,2021/8/14 22:10,10:51.7,
秋***叶,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：挺好的，精华液很多使用感受：用了感觉还可以，别指望贴一次就年轻10岁，贴面膜还得坚持，延缓衰老就不错了适合肤质：美白保湿应该通用啊补水效果：贴完感觉皮肤还是比较水的贴合效果：完美贴合面部，脸大也能贴满其他特色：京东搞活动价格真的很实惠，物流也快，基本不在外面买面膜了,,,【补水提亮】美白保湿黑面膜,2020/6/21 23:05,10:51.8,
9***钦,PLUS会员,"<div class=""comment-star star5""></div>",秋冬天气比较干燥，皮肤严重缺水，这款面膜非常好用，补水效果非常好。,,,【提亮焕肤】美白保湿黑面膜,2021/10/21 21:47,10:51.8,
天***流,,"<div class=""comment-star star5""></div>",用的不错，蛮好的，我是看用的人最多入手的，没失望。还是可以的，买之前还有点小担心，结果完全是瞎担心，很简单，等用完了，再试试他家别的品种，都试一试，才知道哪款最适合自己。,,,【提亮焕肤】美白保湿黑面膜,2022/2/7 7:49,10:51.9,
慧***笑,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔面膜一直不错，我一直在用。??这款面膜效果特别棒，使用后特别水润，有美白的效果。已经用了好多年，一直相信它。,,,【提亮焕肤】美白保湿黑面膜,2022/4/3 13:45,10:52.2,
昵***等,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：水润使用感受：一贴见效适合肤质：任何肤质补水效果：立竿见影贴合效果：完美贴合其他特色：精华液超级多，贴到脸上就感觉脸在大口喝水，完全感觉不到一点点粘稠油腻，不紧绷，包装也是非常个性独特的，快递速度也很快，第二天就收到了，脸用完滑滑的，能掐出水来都感觉，超级喜欢,,,【焕白因子】美白保湿黑面膜,,10:52.3,
婷***n,PLUS会员,"<div class=""comment-star star5""></div>",一直放购物车看到这次活动果断下单最近突然爱上帖面膜每天帖一次皮肤本来都是闭口痘痘最近好很多啦面膜的功劳皮肤缺水就容易长闭口真的是这样坚持肯定会有用的每次帖面膜再配合我的雅萌MAX皮肤真的好很多很多了,,,【补水提亮】美白保湿黑面膜,2020/8/26 10:53,10:52.3,
b***9,,"<div class=""comment-star star5""></div>",从来没有感受到京东都有这么快的服务，上午拍了，然后下午就到了，真是太快了，晚上可以美美的做一个面膜了，现在是秋气比较干，皮肤也比较干燥，非常适合服这种补水的面膜，包装比较完好，应该是正品，还是比较信赖京东自营的东西,【补水提亮】美白保湿黑面膜,2020/10/8 21:44,,,10:52.4,
豆***牛,,"<div class=""comment-star star5""></div>",包装很精致，打开后抽出面膜觉得很舒服，柔软。把脸上铺开，剩余的精华液涂在手臂上，很快就吸收了。感觉很舒服！,,,【提亮焕肤】美白保湿黑面膜,2021/7/14 13:42,10:52.4,
曲***松,,"<div class=""comment-star star5""></div>",这次618、又囤6盒、两天一个黑炭面膜、每次优惠时必须囤货的面膜、自己用着好、价格优惠时很划算、京东购物有保障、不怕拍到假货、好不好大家买一次试试就知道了！非常喜欢这个款的黑炭面膜、味道好闻、贴在脸上很服贴！棒棒哒,,,【补水提亮】美白保湿黑面膜,2020/6/18 22:16,10:52.5,
1***p,,"<div class=""comment-star star5""></div>",用了好久了。当然再次选购没毛病。还没用。应该很不错。非常满意。京东快递没的说！味道也不错。哈哈哈。,美白黑炭面膜10片,2018/2/21 15:44,,,10:52.6,
k***g,PLUS会员,"<div class=""comment-star star5""></div>",这个牌子的面膜性价比很高，补水效果良好，长期回购使用，双十一囤货了。适合各种肤质，贴合度不错，设计合理。精华液也比较多。,,,【提亮焕肤】美白保湿黑面膜,2021/11/14 0:17,10:52.6,
j***f,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：包装精美，做工精致。使用感受：满满一袋，分量很足。适合肤质：本人油性皮肤还是挺适合的，没有过敏等不良反应。补水效果：补水效果不错，精华液还是挺足的，20分钟没问题。贴合效果：挺贴合，基本上没有死角。其他特色：活动性价比很高，自营物流也很快，客服服务态度很好。,,,【美白提亮】美白保湿黑面膜,,10:52.7,
x***l,PLUS会员,"<div class=""comment-star star5""></div>",以前没有用过这个牌子的，第一次购买。效果真心不错，用过之后，效果明显。产品质感非常好。贴合效果也非常棒。价格也不贵。会继续关注购买的。,,,【提亮焕肤】美白保湿黑面膜,2022/1/19 10:30,10:52.7,
****f,PLUS会员,"<div class=""comment-star star5""></div>",大爱这个牌子的补水面膜，补水神器！化妆之前贴一张面膜，彩妆服帖，一整天不卡粉！贴完面膜之后，把多余的精华液涂抹在脖子上不浪费！身边很多姐妹都在用这个牌子，好东西大家一起分享！,,,【提亮焕肤】美白保湿黑面膜,2021/4/21 8:47,10:53.0,
v***x,PLUS会员,"<div class=""comment-star star5""></div>",一次性买了好几盒，估计可以用好久，面膜用了后皮肤滑滑嫩嫩的，摸起来很舒服，京东到货也很快，这次购物很满意。,,,【提亮焕肤】美白保湿黑面膜,2021/8/1 22:52,10:53.1,
****o,PLUS会员,"<div class=""comment-star star5""></div>",发货速度快，包装完好无损，生产日期新鲜，这个牌子的面膜真的非常好用咯，使用后没有任何过敏与不适感，而且精华液充足，皮肤吸收也很好，几乎一次就能看见皮肤状况在改变了，值得购买、推荐！而且性价比亦挺高。值得大家种草????,,,【提亮焕肤】美白保湿黑面膜,2021/11/11 16:13,10:53.1,
****2,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：膜布是黑色的，很厚实，贴上酷酷的，补水效果还可以，使用感受：用后很滋润，第二天起床洗完脸不会紧绷适合肤质：应该都适合吧，补水效果：还可以贴合效果：很服帖其他特色：没有特别的味道，不刺激,,,【美白提亮焕肤】美白保湿黑面膜,2020/12/15 17:18,10:53.2,
****t,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔这款黑面膜买了很多次了，比其它款材质稍微厚一点，精华非常多，敷了以后感觉自己脸都会水润润的,,,【提亮焕肤】美白保湿黑面膜,2021/7/10 22:38,10:53.2,
霞***仙,PLUS会员,"<div class=""comment-star star5""></div>",面膜非常滋润，面膜是那种很薄很透气的，敷在脸上清清爽爽，不油腻，补水效果也不错，在京东上做活动一起买了四盒，价格非常合适，性价比高，值得回购,,,【补水提亮】美白保湿黑面膜,2020/11/12 22:15,10:53.3,
l***2,,"<div class=""comment-star star5""></div>",搞活动买二送一入手，外包装完好，内包装有档次，本来打算都送朋友的，一看内包装质量不错，留下一盒自用，朋友第一句话就是高大上。看评论不错，还没有用，用后再追评。京东物流，头天下单，第二天收货，必须给物流点赞。,【补水提亮】美白保湿黑面膜,2020/6/27 5:49,,,10:53.3,
****咪,PLUS会员,"<div class=""comment-star star5""></div>",一直用着，双十一活动还是力度很大啊，赶快补了货，冬天在暖气房特别适用，用完后水水润润的，脸色红润白皙，发货也很快，继续关注。,,,【提亮焕肤】美白保湿黑面膜,2021/11/12 17:28,10:53.3,
L***h,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感很不错使用感受：没有刺痛感，敷在脸上很舒服其他特色：精华液真的很多补水效果：补水效果还不错吧,,,美白黑炭面膜,,10:53.4,
安***凡,PLUS会员,"<div class=""comment-star star5""></div>",做活动购买的，面膜非常超值。平价好用，哈哈。也推荐大家多多购买。一次买了4盒，够夏天使用了，放在冰箱里冰一下用起来更舒服。,,,【提亮焕肤】美白保湿黑面膜,2021/7/13 19:08,10:53.4,
v***t,PLUS会员,"<div class=""comment-star star5""></div>",买过好多次了，这个牌子的面膜就是中规中矩，也不特别惊艳，但是保湿很好。喜欢半年买一次，囤上三盒，主要是蓝色保湿的，黑色美白，黄色维生素的。,,,【美白提亮焕肤】美白保湿黑面膜,2020/12/13 11:09,10:53.7,
小***妈,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质量比较舒服，也比较贴肤使用感受：有美白的功效，每次敷完面膜总感觉好白，皮肤很嫩补水效果：补水效果很好，敷完面膜也没有紧绷的感觉，很保湿，性价比超高。,,,【提亮焕肤】美白保湿黑面膜,2021/5/24 16:39,10:53.8,
l***e,PLUS会员,"<div class=""comment-star star5""></div>",北方天气比较干，我皮肤也属于干性皮肤，每次冬天脸上容易起干皮，也容易浮粉卡粉，所以冬天补水很重要，双十一活动还挺合适，第一次用这个牌子的面膜，听朋友说挺补水呐，宝贝收到了，迫不及待的打开试用啦，打开精华很多，面膜布上都是满满的精华，敷完之后脸感觉滋润了很多，能感到毛孔收缩，但是没有紧绷的感觉，摸着滑滑的。睡前敷一片很舒服，第二天早上起来皮肤都很光滑细嫩，趁着活动价买的，真的超值，以后有活动还要囤货产品质感：产品很上档次，质量很好，质感很好。使用感受：补水面膜感觉很舒服，补水也很强适合肤质：朋友和我都在用，油性，干性皮肤都可以用贴合效果：贴合效果很好，很有吸浮感。睡前贴一贴见效很明显补水效果：补水很好，一天都感觉很湿润其他特色：补水面膜效果很明显，使用后很舒服,,,【焕白因子】美白保湿黑面膜,,10:53.8,
七***漂,PLUS会员,"<div class=""comment-star star5""></div>",之前有购买过他家的其他款面膜，用后感觉还不错，趁双十一活动囤了一些，活动算下来还是要比之前划算一些，这款面膜还没使用，具体效果还不知道，之前用的那款补水的，效果很不错，用后脸很水润，希望这款也不会让人失望。,,,【焕白因子】美白保湿黑面膜,,10:53.9,
朱***8,PLUS会员,"<div class=""comment-star star5""></div>",买了很多次了，感觉很好用。这次趁着活动屯了好多。不过这个面膜平时价格和活动价格区别还是非常大的。这个面膜的产品质感还是不错的，用完效果感觉很好适合我的油性皮肤。,,,【提亮焕肤】美白保湿黑面膜,2021/6/19 21:50,10:53.9,
雪***2,PLUS会员,"<div class=""comment-star star5""></div>",搞活动在京东买东西特别便宜而且不用担心买到假货，精华液挺多的用起来特别水润。把面膜拆下来之后拍一拍感觉不是效果还挺好的,,,【提亮焕肤】美白保湿黑面膜,2021/3/23 20:56,10:54.0,
****7,PLUS会员,"<div class=""comment-star star5""></div>",已经购买多次了，一如既往的支持，这款黑面膜贴合度非常的好，补水效果也是很不错的哦，这款应该适合任何肌肤的，我是油性皮肤用下来感觉还是挺合适的。,,,【提亮焕肤】美白保湿黑面膜,2021/7/28 15:33,10:54.1,
