用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
****t,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很好使用感受：不错还会回购补水效果：良好贴合效果：服帖不油腻,,【镇定舒缓】茶树面膜,,2021-11-21 10:10,2022-04-24 11:26:40.771,
我***萱,PLUS会员,"<div class=""comment-star star5""></div>",这款是茶树面膜，外观美丽，包装精美，物美价廉，相当实惠，以前也在京东买过这款，非常好用，遇上打折，赶紧囤货，每天睡前使用，效果非常好。,【调理水油平衡】茶树面膜,,2021-03-04 20:21,,2022-04-24 11:26:41.252,
时***刻,PLUS会员,"<div class=""comment-star star5""></div>",你是中高考活动就没了，产品质感非常的好玩，然后精华液特别多。使用起来会比较方便，适合肤质的话，我觉得应该都可以吧。嗯，目前用的话是没有问题的。,,【水油平衡】茶树面膜,,2021-04-11 22:50,2022-04-24 11:26:41.308,
珍***8,PLUS会员,"<div class=""comment-star star5""></div>",用了一盒多来评价，面膜精华液很多用不完就可以擦脖子和手，茶树油味道也很好闻，本人痘痘肌用了一盒多，感觉明显改善，有时候爆痘晚上敷一下第二天红肿痘痘就会消肿起白头，真真是痘痘肌读音,,【调理水油平衡】茶树面膜,,2021-03-10 22:47,2022-04-24 11:26:41.361,
金***颜,,"<div class=""comment-star star5""></div>",我和妈妈都用的这款面膜，很好用，蓝色补水绿色紧致，赶上活动很划算，四盒一起两款，搭配着用，京东的发货和配送服务都很赞啊。,,【水油平衡】茶树面膜,,2021-09-21 22:48,2022-04-24 11:26:41.409,
G***涫,PLUS会员,"<div class=""comment-star star5""></div>",朋友推荐买这个牌子的面膜，本人很少用面膜的不太了解。这款好像是对长痘痘能有缓解吧，暂时还没有使用过，只用了另一款深蓝色包装的，感觉补水效果是很好哦,,【镇定舒缓】茶树面膜,,2022-01-10 16:34,2022-04-24 11:26:41.456,
****1,PLUS会员,"<div class=""comment-star star5""></div>",很好，看销量和评价买的，比预期的好，贴合脸部，舒服，有一定的去油控油补水作用，用后脸上的确很舒服,,【缓解痘痘】茶树面膜,,,2022-04-24 11:26:41.506,
_***a,PLUS会员,"<div class=""comment-star star5""></div>",一直在用美迪惠尔家的面膜这款茶树面膜也一直在回购简直就是我的本命味道很好闻淡淡的补水效果也很好姐妹们给我买它,,【镇定舒缓】茶树面膜,,2021-11-04 09:13,2022-04-24 11:26:41.554,
喵***6,PLUS会员,"<div class=""comment-star star5""></div>",这款现在还有在搞活动啊，很划算，一下子囤地有七八盒吧，一天能有活动就屯一看到，有活动就屯每一个功效的话多购买了两盒最好用的话应该还是蓝色经典的那一款补水美白的非常服帖，脸上很轻薄，经济实惠，快递又快包装又好。,,【调理水油平衡】茶树面膜,,2021-01-23 23:58,2022-04-24 11:26:41.601,
幻***想,,"<div class=""comment-star star5""></div>",很喜欢京东商城，每次下单后买的开心用的放心。这款面膜补水效果相当好，很温和不刺激皮肤，用后感觉面部很滋润，很舒服。,,【水油平衡】茶树面膜,,2021-07-21 14:57,2022-04-24 11:26:41.653,
零***极,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：感觉面膜质量很好使用感受：现在用之前用温水泡一下，很不错适合肤质：我皮肤偏油，感觉还行补水效果：不错，以前换季很容易干燥起皮。现在面膜加其水乳后好很多了贴合效果：贴合很好，敷着面膜能解锁faceID，很不错用好久了，一直用。个人觉得比蓝色那种好用,,【镇定肌肤】茶树面膜,,2020-11-22 18:24,2022-04-24 11:26:41.708,
李***7,PLUS会员,"<div class=""comment-star star5""></div>",这个牌子的面膜之前有用过，一直用蓝色的那款，这次双十一活动价格买了绿色和蓝色的，这款也非常好用，面膜布薄软有弹性，面膜布足够大对于脸大的人来说不用担心，精华液很多，很温和不刺激很喜欢，补水效果非常好。也是比较新的生产批号。一直在京东购买所有的用品，买些开心用着放心，这次活动力度很大价格很实惠，物流很快赞一个。?,,【镇定肌肤】茶树面膜,,2020-11-27 10:12,2022-04-24 11:26:42.142,
不***线,PLUS会员,"<div class=""comment-star star5""></div>",第一次买这个款，没有那种黏糊糊的感觉，这一点是超级奈斯的。敷完后的确能改善干燥毛糙，滋润皮肤。活动买的价格实惠，物流也很快,,【水油平衡】茶树面膜,,2021-07-10 10:00,2022-04-24 11:26:42.214,
s***o,,"<div class=""comment-star star5""></div>",茶树精油面膜精油很多，面膜和面部很服帖，贴上10到20分钟的样子，敷完后脸部很舒服，不紧绷，无刺激，趁活动优惠多屯一些！,,【水油平衡】茶树面膜,,2021-06-17 08:14,2022-04-24 11:26:42.273,
逆***o,PLUS会员,"<div class=""comment-star star5""></div>",家里的面膜用完了，上次也买的美迪惠尔的，还蛮好用的。昨天晚上看京东正好在做活动，就挑选了一些，说是18号到，但是今天下午就收到了，京东效率高哈！面膜用着很舒服的，保湿呢，用后觉得脸部很舒服的，觉得很干净呢,,【缓解痘痘】茶树面膜,,,2022-04-24 11:26:42.330,
张***婿,,"<div class=""comment-star star5""></div>",便回宜是真的，还没开始用，买了四种，今晚准备用绿色祛痘的搜面膜这个排第一，好评也特别多，果断来试试，冬季太缺水了，物流真的特别快，这一直是京东的有点，本人敏感肌，看用了会刺痛泛红不，用了来追评。产品总体不错，包装严实。再说商家服务：点赞啦。最后点评快递：发货很快。其他就是感谢店家打折送券活动，毕竟便宜好货更实在。希望店家多多优惠，及时通知老客户，促成购。祝生意兴隆。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:26:42.381,
姚***-,PLUS会员,"<div class=""comment-star star5""></div>",买了好多啊，用美迪惠尔用了六年了，真的好好用啊，而且再加上走出了更多的效果的，更爱了，一口气多囤一些，趁现在有活动！加油！,,【镇定舒缓】茶树面膜,,2021-12-10 21:08,2022-04-24 11:26:42.433,
韩***楠,PLUS会员,"<div class=""comment-star star5""></div>",经常用可莱丝蓝色经典款真的特别适合我这次买了茶树款从过了年开始陆陆续续长痘一直没有彻底好利索这款适合祛痘控油的敷了两贴觉得不错很清爽就是精华液太少了这几天皮肤没有新爆痘比较稳定以后再来追评贴合效果：很贴合适合肤质：混油皮用着清爽不油腻补水效果：一般使用感受：很不错适合痘皮,,【缓解痘痘】茶树面膜,,,2022-04-24 11:26:42.489,
****t,,"<div class=""comment-star star5""></div>",这款面膜非常好用，水分很足，精华液也很多。补水效果显著，皮肤水油平衡效果也好。京东物流快递速度很快，比起实体店便宜优惠很多。,,【水油平衡】茶树面膜,,2021-04-16 14:43,2022-04-24 11:26:42.555,
N***r,,"<div class=""comment-star star5""></div>",这款面膜膜纸柔软，和脸部贴合也很好，膜布厚度适中，祛痘效果非常好，乳液很多，活动价格也划算，好评哦！,,【水油平衡】茶树面膜,,2021-04-24 15:24,2022-04-24 11:26:42.612,
同***7,PLUS会员,"<div class=""comment-star star5""></div>",很好用，方便实用，值得购买。会一直回购的，一直都在用这款,,【镇定舒缓】茶树面膜,,2022-02-16 21:20,2022-04-24 11:26:42.694,
****g,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：服帖补水效果：很好哦适合肤质：不知道，我是混油皮,,【水油平衡】茶树面膜,,2021-10-07 11:32,2022-04-24 11:26:43.158,
咚***咚,PLUS会员,"<div class=""comment-star star5""></div>",蛮好用的，赶上活动才三四块钱一片儿，平时用来补水最好了。速度真的超级快，昨天8点多买的，今天上午就到了，买东西认准京东，物流杠杠滴。这个产品和它价位相比来说，还是很合适的。还犹豫的姐妹，可以赶紧下单了。在三四块钱的面膜里绝对是物超所值！,,【镇定舒缓】茶树面膜,,2021-11-01 17:28,2022-04-24 11:26:43.223,
X***e,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的茶树面膜我是第一次使用，补水和保湿效果超赞，脸部贴合完美。趁着搞活动的时候多囤一点儿肯定没有错。而且，适合所有肤质，不挑皮肤。,,【水油平衡】茶树面膜,,2021-05-27 21:54,2022-04-24 11:26:43.278,
华***园,PLUS会员,"<div class=""comment-star star5""></div>",盐水瓶名不虚传啊，补水杠杠的，京东活动，价格便宜，洗完脸敷上去凉凉的，感觉很好，至于绿色、黑色、蓝色的有啥区别自己看说明吧，我是没啥特别的感觉。,,【镇定肌肤】茶树面膜,,2020-12-02 05:28,2022-04-24 11:26:43.335,
****8,PLUS会员,"<div class=""comment-star star5""></div>",之前没有听说过这个品牌的化妆品！后来看大家都在用！我也试试！买回来之后发现身边的同事都在用！说是补水效果很不错的呀！一下子买了五盒！还是很优惠的！希望补水效果能好一些！水也挺多的！一盒一共是10片装！,,【缓解痘痘】茶树面膜,,,2022-04-24 11:26:43.380,
****d,PLUS会员,"<div class=""comment-star star5""></div>",最近一直用他们家的面膜，买了好几种不同的，每一种里面的精华液都很多，敷完之后皮肤都水水嫩嫩的，价格也非常实惠，每次活动都会囤个几盒,,【镇定舒缓】茶树面膜,,2022-01-07 17:51,2022-04-24 11:26:43.422,
d***7,PLUS会员,"<div class=""comment-star star5""></div>",很好，买了很多，各种都试用了一下，补水效果很好，没有更多要求的这个就非常合适，可以多囤货，用完还会再买，日常补水常备非常好的,,【水油平衡】茶树面膜,,2021-06-07 06:47,2022-04-24 11:26:43.469,
d***9,PLUS会员,"<div class=""comment-star star5""></div>",用过脸上很清凉，有茶树油的味道，精华液很多，经常用的品牌。,,【水油平衡】茶树面膜,,2021-09-25 12:53,2022-04-24 11:26:43.513,
J***少,,"<div class=""comment-star star5""></div>",产品质感：很不错，就是不知道黄色的这个包装被开了，感觉不是全新的。使用感受：水润滋养特别的水适合肤质：黄种人都适合补水效果：特别倍棒绿色的贴合效果：很紧实,,【缓解痘痘】茶树面膜,,,2022-04-24 11:26:43.554,
菜***了,PLUS会员,"<div class=""comment-star star5""></div>",嗯买了很久了，基本上买的这些系列也都用过，体验过了！面膜纸的质量很好，设计的很人性化！唯一美中不足的是精华液太少了，用过好多品牌，就这个精华液少,,【水油平衡】茶树面膜,,2021-05-20 16:28,2022-04-24 11:26:43.605,
我***以,PLUS会员,"<div class=""comment-star star5""></div>",面膜轻薄易贴合，舒缓不刺激。用后非常舒服！肌肤感到舒缓。京东物流迅速，价格优惠力度大！很喜欢。,,茶树面膜10片,,2018-03-21 22:38,2022-04-24 11:26:43.993,
****0,PLUS会员,"<div class=""comment-star star5""></div>",看销量最高的面膜，撕开水分很多，坚持用了几个星期，感觉皮肤好很多，没有那么干皮肤，跟妈妈一起用，没有什么不良反应，真的很棒，继续买,,【水油平衡】茶树面膜,,2021-04-19 08:14,2022-04-24 11:26:44.053,
不***G,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜之前买给妈妈用过。面膜质感水分都不错。前天正好看到活动就给自己补充了一些库存，质量是挺不错的，价格也很划算。也推荐给朋友试了一下反应都不错。以后会回购继续感受一下。产品质感：质感厚实水分充足使用感受：水嫩温和适合肤质：中性补水效果：补水保湿效果是最大的亮点贴合效果：大小刚好合适重要的是看对人了,,【水油平衡】茶树面膜,,2021-04-01 20:47,2022-04-24 11:26:44.120,
是***啊,PLUS会员,"<div class=""comment-star star5""></div>",还可以，第二天好多了其他特色：里面的液体很多，用不完的我都敷在腿上了适合肤质：油性和混油性皮肤，这也是室友推荐给我的，用着还不错产品质感：很高大上啊，而且打开的方式也特别方便！,,【缓解痘痘】茶树面膜,,,2022-04-24 11:26:44.180,
****回,PLUS会员,"<div class=""comment-star star5""></div>",称活动一次买了很多，很好用，因为基本上每天都要敷脸所以需求比较大。所以一次买很多也不用担心用不玩。不过东西拿到后全是韩文看不懂。,,【镇定舒缓】茶树面膜,,2021-11-09 20:52,2022-04-24 11:26:44.242,
圈***z,PLUS会员,"<div class=""comment-star star5""></div>",上次买的还没有用完这次又继续购买了，感觉很好用比别的面膜有效果，嗯绿色最好用了对于祛痘的，皮肤很好。以后就认这个牌子了。,,茶树面膜10片,,2018-04-26 20:33,2022-04-24 11:26:44.298,
