用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
****3,,"<div class=""comment-star star5""></div>",产品质感：挺好的。使用感受：挺舒服。适合肤质：任何肤质。补水效果：还不错。贴合效果：非常贴合。其他特色：包装很好。有磁片。,,,,,2022-04-24 11:03:39.268,
凉***情,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔面膜，从第一次买，感觉还不错，洗完脸不紧绷，很清爽,,新品【焕亮肤色】维C安瓶面膜,,2021-10-16 22:32,2022-04-24 11:03:39.310,
怡***雨,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：应该是适合所有肤质的。产品质感：质感很好。使用感受：使用之后很滋润。补水效果：补水效果非常好。使用半个小时也不会干贴合效果：非常服帖。其他特色：性价比很高，值得购买，以后还会回购的。,,【焕亮肤色】维他命安瓶面膜,,2021-12-11 13:40,2022-04-24 11:03:39.356,
****y,PLUS会员,"<div class=""comment-star star5""></div>",因为喜欢同牌子黑色那款，所以尝试了同系列很多别的，还是最喜欢黑色那个，因为面膜纸个人觉得最柔软舒服，功能性整个系列都一般，但胜在清爽不油腻，敷完不洗脸也不闷痘，也不过敏，我还挺喜欢,,【焕亮肤色】维他命安瓶面膜,,2022-01-03 11:09,2022-04-24 11:03:39.402,
快***圈,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：一看就是正品，无数次购买了，这次优惠力度特别大，趁着活动囤了四种补水的面膜，可以用很久啦使用感受：很补水，包装好适合肤质：中干性皮肤吧补水效果：超补水的,,,,,2022-04-24 11:03:39.460,
小***H,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很舒服使用感受：效果很好补水效果：效果很好，敷完面膜，亮一个度,,新品【焕亮肤色】维C安瓶面膜,,2021-07-09 16:13,2022-04-24 11:03:39.990,
十***x,PLUS会员,"<div class=""comment-star star5""></div>",挺好用的，之前有买过很多次，有补水的，清洁的，还有提亮啥啥祛痘的，反正啥的都买过，蓝色的永远的神！！！巨补水！可以放心购买了！,,新品【焕亮肤色】维C安瓶面膜,,2021-06-04 18:31,2022-04-24 11:03:40.059,
A***i,PLUS会员,"<div class=""comment-star star5""></div>",东西收到了。质量很好，做工精细，没有异味，物流很快。列子名模名誉。感觉水没有男的多。但是挺合适的了没事就贴上一个。用着试试,,【焕亮肤色】维他命安瓶面膜,,2022-01-13 15:03,2022-04-24 11:03:40.112,
事***啊,PLUS会员,"<div class=""comment-star star5""></div>",面膜十分好用，非常滋润，用完皮肤很好，感觉心情都很好了，非常水润，感觉是一款成熟的护肤产品，非常的棒，十分舒服的感觉很棒,,新品【焕亮肤色】维C安瓶面膜,,2021-07-29 10:57,2022-04-24 11:03:40.175,
****z,PLUS会员,"<div class=""comment-star star5""></div>",以前用过蓝色的那款经典款！很喜欢这个品牌，这回正好有优惠就想试试这款看看怎么样，赶上活动买的很合适！同时买了四盒，用好再来追评吧！,,新品【焕亮肤色】维C安瓶面膜,,2021-06-17 16:17,2022-04-24 11:03:40.236,
么***个,PLUS会员,"<div class=""comment-star star5""></div>",挺不错的，很喜欢这个，哈哈哈，值得拥有确实很不错，哈哈哈，对象也很喜欢，大家都很喜欢，哈哈哈，。诶呀闹表，梅麻吕的操作，可以的,,【焕亮肤色】维他命安瓶面膜,,2022-02-26 13:01,2022-04-24 11:03:40.292,
A***雅,PLUS会员,"<div class=""comment-star star5""></div>",面膜很划算，质量也很好，包装盒也没破损，物流也很快，一买就是几盒几盒的买，各方面都挺满意的，以后要是搞活动还是会过来买的,,【焕亮肤色】维他命安瓶面膜,,2022-01-07 09:20,2022-04-24 11:03:40.358,
天***人,PLUS会员,"<div class=""comment-star star5""></div>",这个牌子一直有在使用，不仅含水量充足，补水效果明显，而且贴合度高，用起来很舒服，还有成分不错，吸收很明显，用过之后长久保持肤质滋润,,新品【焕亮肤色】维C安瓶面膜,,2021-08-09 07:33,2022-04-24 11:03:40.419,
树***鸦,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感不错，大品牌！打折购买超划算…使用感受：补水效果好，肌肤水嫩有光泽了！适合肤质：油性皮肤可以补水…补水效果：补水效果好！贴合效果：很贴合脸部，比较大的面膜！,,新品【焕亮肤色】维C安瓶面膜,,2021-08-08 14:46,2022-04-24 11:03:40.474,
****a,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜非常好用，用完之后脸水汪汪的，感觉要爆出水珠来了，同时有提亮去黄的功效，非常时候皮肤暗沉的姐妹使用，推荐推荐哦，,,新品【焕亮肤色】维C安瓶面膜,,2021-07-12 14:33,2022-04-24 11:03:40.530,
****b,,"<div class=""comment-star star5""></div>",产品质感：很好使用感受：不仅可以补充维C，还有保湿效果。贴合效果：很贴肤。其他特色：很好吸收,,,,,2022-04-24 11:03:40.987,
P***H,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔维他命c净透安瓶面膜，维他命c成份可以美白，改善暗沉，面膜纸很薄，也很服帖，精华液很多，温和不会刺激，总体很不错。,,【焕亮肤色】维他命安瓶面膜,,2022-01-29 13:51,2022-04-24 11:03:41.039,
1***p,,"<div class=""comment-star star5""></div>",买了一盒这个试下，觉得这个牌子的任一款都是非常好用，这款美白效果的，期待效果！,,新品【焕亮肤色】维C安瓶面膜,,2021-08-07 23:14,2022-04-24 11:03:41.092,
****L,PLUS会员,"<div class=""comment-star star5""></div>",之前也有购买过美迪惠尔的面膜，是补水的那款。现在尝试购买了新款发现比原来补水的旧款更加好用！功效有针对性。产品质感：非常好使用感受：非常好补水效果：非常好,,【焕亮肤色】维他命安瓶面膜,,2021-11-24 22:28,2022-04-24 11:03:41.156,
c***5,PLUS会员,"<div class=""comment-star star5""></div>",第一次用这款，清透舒服，洗完澡吸收特别好，保湿滋润，没白的话，希望坚持下来有效果。618搞活动很合适。囤了不少，是正品，物流快，推荐,,新品【焕亮肤色】维C安瓶面膜,,2021-07-10 17:18,2022-04-24 11:03:41.197,
s***g,PLUS会员,"<div class=""comment-star star5""></div>",一盒有10片，贴片面膜消耗快，方便好用。美迪惠尔也是价格比较亲民的面膜，以前用过补水的，这款用着试试。京东超市购买很放心，送货也快,,【焕亮肤色】维他命安瓶面膜,,2021-11-24 20:26,2022-04-24 11:03:41.242,
你***雨,PLUS会员,"<div class=""comment-star star5""></div>",一直在回购的一款面膜，很适合我的肤质，美迪惠尔大品牌值得信赖，京东自营正品很放心，京东物流送货很快，还送货上门，全五星好评！,,新品【焕亮肤色】维C安瓶面膜,,2021-10-04 08:50,2022-04-24 11:03:41.283,
s***9,PLUS会员,"<div class=""comment-star star5""></div>",双十一购买的，一次买了很多盒，够用很长一段时间了！美迪惠尔面膜补水效果非常棒，面膜敷完之后皮肤很水润光泽，精华液多余的都敷颈部上！冬季皮肤干燥脱皮，每周至少敷个三次，保持肌肤水分充足……,,【焕亮肤色】维他命安瓶面膜,,2021-12-31 19:14,2022-04-24 11:03:41.325,
l***6,PLUS会员,"<div class=""comment-star star5""></div>",169块4盒，真的是很划算，很划算了，喜欢的赶紧来囤货吧！护肤品这个东西合适就是最好的，每天用一定会有一定的功效的。,,新品【焕亮肤色】维C安瓶面膜,,2021-08-21 12:58,2022-04-24 11:03:41.370,
蜂***茶,PLUS会员,"<div class=""comment-star star5""></div>",多次购买这个牌子的面膜了，挺好用的，贴在脸上也挺舒服的，用面膜主要是为了补水，秋天和冬天，皮肤特别干燥，每天晚上贴一贴很舒服。,,新品【焕亮肤色】维C安瓶面膜,,2021-10-17 22:36,2022-04-24 11:03:41.422,
邱***6,PLUS会员,"<div class=""comment-star star5""></div>",试试先，同个牌子的，应该不会差。。适合肤质：我换季就变干皮特别厉害，贴了这款，效果还是很明显的。补水效果：只能说不赖，因为很多牌子都贴过，效果不明显,,【焕亮肤色】维他命安瓶面膜,,2022-02-13 11:31,2022-04-24 11:03:41.842,
阳***y,PLUS会员,"<div class=""comment-star star5""></div>",我老婆一直都用美迪惠尔的面膜，她很喜欢用这款，效果很好的，看她用完脸部确实光白了很多，她说补水效果很好，没刺激，贴合效果很好，她非常满意！,,【焕亮肤色】维他命安瓶面膜,,2021-12-21 21:42,2022-04-24 11:03:41.907,
y***-,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：和以前一样使用感受：暂时用了两款，感觉绿的有点油补水效果：VC的这个很舒服贴合效果：非常贴合,,,,,2022-04-24 11:03:41.970,
R***O,PLUS会员,"<div class=""comment-star star5""></div>",这个回购了很多次了，确实用完脸很白净，特别舒服～～～每次洗完澡用就很合适，也不需要再洗脸了，第二天起来脸也不冒油特别好！,,【焕亮肤色】维他命安瓶面膜,,2022-02-19 00:26,2022-04-24 11:03:42.034,
h***y,,"<div class=""comment-star star5""></div>",购买了四款美迪惠尔面膜，快递超给力，东西包装完整，日期也满意。表妹试用了这款，贴合度很好，补水效果不错。清洗后脸部明显干净滋润，会继续使用。也会继续回购。,,新品【焕亮肤色】维C安瓶面膜,,2021-08-29 13:08,2022-04-24 11:03:42.086,
雪***7,,"<div class=""comment-star star5""></div>",韩国进口，很好用，我用了好多盒了，这次活动又开始囤货，保湿效果很好，坚持用就会看到效果，我现在就是自己敷面膜，都不用去美容院做保养,,【维C透亮】维他命安瓶面膜,,2022-04-22 07:43,2022-04-24 11:03:42.138,
刚***了,PLUS会员,"<div class=""comment-star star5""></div>",面膜纸很贴合脸部，袋里面的精华液特别多，多的可以使用到脖子，这几款我自己感觉不到特别大的差异，反正补水效果都是蛮好的，和我线下在香港买的没啥差异,,【焕亮肤色】维他命安瓶面膜,,2021-10-28 09:23,2022-04-24 11:03:42.189,
李***6,,"<div class=""comment-star star5""></div>",敷完脸上特别舒服，脸上精华特别多，用完脸上凉飕飕的，特别是夏天用效果更好哟，给肌肤补充营养，同时也能给肌肤补充水分,,,,,2022-04-24 11:03:42.246,
妙***R,PLUS会员,"<div class=""comment-star star5""></div>",很满意产品质感：不错使用感受：很服帖，舒服适合肤质：混合型补水效果：还行其他特色：包装很好,,,,,2022-04-24 11:03:42.305,
g***a,PLUS会员,"<div class=""comment-star star5""></div>",非常好的面膜，超级给力的，夏天用非常舒适，面部改善非常明显，皮肤好太多了，整体效果非常不错，每周都要用三四张呢，用了就离不开了，以后还会继续支持的！,,,,,2022-04-24 11:03:42.365,
宋***爱,PLUS会员,"<div class=""comment-star star5""></div>",这次活动！一次性囤了好几盒！用过以后就一直用的这款！以前一直用的蓝色！这次试了几盒新品！感觉也非常的不错！精华也非常的多？好用！,,【焕亮肤色】维他命安瓶面膜,,2021-12-04 23:37,2022-04-24 11:03:42.746,
l***d,PLUS会员,"<div class=""comment-star star5""></div>",买了四十片！才一百五！太划算不要了！喜欢用她的！面膜质地超级柔软！！敷演效果明显，水水嫩嫩的！不要太好用了哦！下次还要囤货,,【焕亮肤色】维他命安瓶面膜,,2021-11-01 20:55,2022-04-24 11:03:42.795,
朴***a,PLUS会员,"<div class=""comment-star star5""></div>",补水效果不错，美白效果还没发现，日常心里安慰吧。柠檬味道蛮清新的。回购了好几回了，希望活动多一些，京东发货和物流都超快,,【焕亮肤色】维他命安瓶面膜,,2022-03-02 09:59,2022-04-24 11:03:42.843,
****8,PLUS会员,"<div class=""comment-star star5""></div>",很好用的一款面膜，里面精华也很多。会再次回购的！,,新品【焕亮肤色】维C安瓶面膜,,2021-08-24 21:06,2022-04-24 11:03:42.891,
花***6,PLUS会员,"<div class=""comment-star star5""></div>",我属于敏感肌，用过很多面膜，有的就会过敏，美迪惠尔从来没有过敏过。很好用，这次京东搞活动，一次屯了八盒，能用一段时间了！非常不错。,,【焕亮肤色】维他命安瓶面膜,,2022-01-03 22:27,2022-04-24 11:03:42.937,
天***苗,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：非常服帖，大小合适使用感受：敷完后水水嫩嫩的产品质感：是正品，里面净化很多，面膜纸很服帖其他特色：快递非常给力，做活动买的，价格非常划算，物美价廉超值,,新品【焕亮肤色】维C安瓶面膜,,2021-09-18 10:37,2022-04-24 11:03:42.983,
叶***3,PLUS会员,"<div class=""comment-star star5""></div>",个人认为面膜不下于敷多贵的，主要是要勤敷，最近天热，人也勤快，每天晚上敷一片从冰箱里拿出来的面膜，那个透心凉，舒服，毛孔都小了很多，性价比超高的面膜，这些年无限回购,,新品【焕亮肤色】维C安瓶面膜,,2021-06-28 08:00,2022-04-24 11:03:43.031,
****L,PLUS会员,"<div class=""comment-star star5""></div>",脸上皮肤比较暗沉，双十一买了这款面膜，性价比非常高，里面精华比较多，脸敷完用不完的精华还可以敷一下脸，活动买非常推荐给大家,,【焕亮肤色】维他命安瓶面膜,,2022-01-07 17:26,2022-04-24 11:03:43.077,
