用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
f***0,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔这个牌子非常好用，保湿效果很好，使用方便，趁着618活动买了四种功效不同的脸膜，超级划算，并且可以随时交替使用，非常喜欢。,【光滑弹嫩】胶原蛋白面膜,2021/6/21 21:37,,,23:10.7,
A***戈,PLUS会员,"<div class=""comment-star star5""></div>",经常回购的一款面膜，每次都是囤一堆，薄薄的一层贴着很服帖，大小也合适，敷15-20分钟后取下来，明显看着水润润的，用来补水还是不错的。,,,【光滑弹嫩】胶原蛋白面膜,2021/6/23 8:18,23:10.7,
园***用,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：非常柔软，很细腻的一款补水面膜使用感受：家里暖气开的很干燥，用了这款补水面膜保湿效果非常好适合肤质：我皮肤比较油腻，我和媳妇都在用这款面膜，非常不错,,,【光滑弹嫩】胶原蛋白面膜,2021/11/11 20:07,23:10.8,
****1,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜真的好，包装完好无损，里面也很精致，趁着打折的时候买，也不是很贵，最主要的是面膜用起来也很舒适，也没有刺激的感觉，不错。,,,【光滑弹嫩】胶原蛋白面膜,2021/7/2 10:37,23:10.8,
y***2,PLUS会员,"<div class=""comment-star star5""></div>",产品质感非常好，和国际大牌值得信赖。使用感受很棒，verygood。皮肤应该适合所有地球人。补水效果特别棒，就像喝了一500毫升水一样。贴合效果更棒，开@2。其他特色就是贵。恭喜发财，还会在来。,【弹力紧致】胶原蛋白面膜,,,,23:10.9,2020/2/20 21:52
爱***钱,PLUS会员,"<div class=""comment-star star5""></div>",质感很好，已经购买很多次了，老婆大人认可的品牌！补水效果超级棒，感觉性质温和不刺激，适合任何肤质，贴个效果也是一级棒！能够完美的覆盖脸部！,,,【光滑弹嫩】胶原蛋白面膜,2021/6/24 8:04,23:10.9,
****j,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜的保湿和维稳效果效果比较好，贴在脸上比较服帖，大小合适、不粘腻。家中常备、经常买这个品牌的面膜。京东上购买性价比很高、坚持使用京东、相信京东、爱京东。京东小狗跑得快。,,,【光滑弹嫩】胶原蛋白面膜,2022/3/5 10:34,23:11.0,
****美,,"<div class=""comment-star star5""></div>",炒鸡使用感受：皮肤滑滑的嫩嫩的贴合效果：搭配精华使用的，适合肤质：任何肤质都可以用补水效果：补水非好好。以前皮肤特别干，现在每天用，,【紧致肌肤】胶原蛋白面膜,,,,23:11.0,2020/6/6 23:32
悠***舟,PLUS会员,"<div class=""comment-star star5""></div>",非常好用啦物流超级快临时想起来面膜不够紧急下单第二天就到了很不错非常喜欢了一直用着牌子用着不黏腻清清爽爽的,,,【光滑弹嫩】胶原蛋白面膜,2021/11/5 14:44,23:11.1,
****7,PLUS会员,"<div class=""comment-star star5""></div>",第一次买美迪惠尔的胶原蛋白面膜，之前都买蓝色款补水的，秋天到了皮肤干燥，面膜布挺厚实的，敷完整张脸水润光滑，皮肤细腻有弹性，一个星期敷个2-3张，皮肤会有很大的改善,,,【光滑弹嫩】胶原蛋白面膜,2021/9/9 14:37,23:11.5,
****j,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好用，之前在朋友那里用过一次，这次自己也屯一些，喜欢的呢，面膜很薄，精华挺多的，吸收也不错，用完这些了会再来的，希望活动多多,,,【光滑弹嫩】胶原蛋白面膜,2021/10/2 7:53,23:11.6,
1***p,,"<div class=""comment-star star5""></div>",产品质感：东西不错，一直用这个牌子的面膜使用感受：补水效果好，用完脸不干了，坚持2天用一次适合肤质：我属于油性肤质，用完皮肤不怎么出油了，皮肤太油估计是因为缺水的原因吧！贴合效果：贴合效果很好，对的起这个价格，面膜这东西没必要用太好得，用完皮肤一点也不干了！,【弹力紧致】胶原蛋白面膜,,,,23:11.6,2020/2/23 12:21
丘***叶,PLUS会员,"<div class=""comment-star star5""></div>",发现最近的皮肤变差了，赶紧买点面膜贴一贴三天左右贴一次吧，这款面膜销量很好，价格也不错，嗯，用了三天现在没有你感觉到明显的饿多大多大的这个皮肤肤质的提升，嗯，再过段时间看看。,,,【光滑弹嫩】胶原蛋白面膜,2022/4/4 17:01,23:11.7,
蓝***爱,PLUS会员,"<div class=""comment-star star5""></div>",一直在用，有明显的改善皮肤效果，既增白又保水，每一个都是独立小包装，既方便又卫生，密封效果很好，包装没有破损，我很满意！,,,【光滑弹嫩】胶原蛋白面膜,2021/6/20 8:56,23:11.7,
雨***5,PLUS会员,"<div class=""comment-star star5""></div>",很好，味道不错，用了脸很光滑细腻，自我感觉非常舒适，仿佛自己的皮肤又变好了，性价比高，打算一周用两次，下次搞活动又囤了.吧,,,【光滑弹嫩】胶原蛋白面膜,2021/6/24 23:13,23:11.7,
****i,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔面膜，一直都用的这个，这次有活动便宜买了不少，各种类型的都试过了，这个效果还不错，睡觉前敷一敷，敷完效果不错，脸很舒服,,,【光滑弹嫩】胶原蛋白面膜,2021/7/6 17:07,23:11.8,
****C,,"<div class=""comment-star star5""></div>",产品质感：好使用感受：感觉皮肤在收缩适合肤质：适合补水效果：好贴合效果：很舒服,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/10 1:51,,,23:11.8,
b***1,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：美迪惠尔面膜精华很多，面膜纸很薄。使用感受：贴上凉凉的，很舒服，面膜纸也很贴合，胶原蛋白多，贴完比补水那款稍微粘腻一些，希望坚持能有效果。适合肤质：干皮、混合皮大爱，油皮可能会油腻些。补水效果：主打胶原蛋白去皱，补水效果也不错。贴合效果：非常非常贴合。,【弹力紧致】胶原蛋白面膜,,,,23:11.9,2020/1/22 13:16
胖***6,PLUS会员,"<div class=""comment-star star5""></div>",在朋友家用了几贴这个面膜、火了很久的产品以前没注意、用后感觉效果不错最喜欢胶原蛋白这个用完了脸特别的嫩滑滑的、还搭配了别的效果的、老公也跟着一起用会坚持下去的：推荐大家买这个胶原蛋白哈哈,,,【光滑弹嫩】胶原蛋白面膜,2022/4/10 12:05,23:11.9,
s***雪,PLUS会员,"<div class=""comment-star star5""></div>",这款美迪惠尔胶原蛋白面膜非常好用，面膜纸应该是3D裁剪的，非常贴合面部皮肤，精华液不是很多但是很滋润，又有淡淡的清香，敷完次此面膜之后，感觉皮肤非常光滑柔软，皮肤质量明显提升了，皱纹都淡了很多，值得再次回购,,,【弹力紧致】胶原蛋白面膜,,23:12.3,
j***4,,"<div class=""comment-star star5""></div>",一直用这款面膜，精华液特别多，而且也很服帖。趁着活动多囤几盒，可以用好久了。天冷可以温水中浸泡一会，很舒服哦，秋冬补水必备。,,,【光滑弹嫩】胶原蛋白面膜,2021/10/31 22:42,23:12.3,
盼***棒,PLUS会员,"<div class=""comment-star star5""></div>",前阵子脸过敏，又非常干，就赶紧网上买了面膜，正好赶上有活动就买了四盒，面膜有股桂花香很好闻啊！哈哈！已经敷了好几天了，脸部干燥问题明显好转,,,【弹力嫩滑】胶原蛋白面膜,2022/4/17 11:30,23:12.4,
早***y,PLUS会员,"<div class=""comment-star star5""></div>",十二月份的活动一次入手四盒。四个不通的类型，这个黄色的还没有用，蓝色和绿色的也很好用，确实不同类型里面的东西不一样。保质期都很新鲜，性价比高，可以入手。,,,【光滑弹嫩】胶原蛋白面膜,2022/3/16 20:22,23:12.4,
****b,,"<div class=""comment-star star5""></div>",面膜我一直使用本品牌，使用后水润保湿很舒服，汗毛孔明显小了不紧绷，没有白的离谱适合任何肤质。贴在脸上没有不适，京东商城里物品值得信赖。,,,【弹力嫩滑】胶原蛋白面膜,2022/4/19 9:36,23:12.5,
x***0,PLUS会员,"<div class=""comment-star star5""></div>",很好用，补水保湿效果很好，贴敷度很好，皮肤没有那么干了，好用，值得推荐，身边好多朋友在用美迪惠尔的面膜，京东上购买送货及时，前一天下单，第二天到，很方便。,,,【光滑弹嫩】胶原蛋白面膜,2021/9/1 18:51,23:12.5,
L***楚,PLUS会员,"<div class=""comment-star star5""></div>",好用易敷的一款面膜，性价比高，优惠活动买真是太划算了。第一次使用，感觉很值这个价格。就是味道有点浓了，如果清淡点会更好的啦,,,【光滑弹嫩】胶原蛋白面膜,2021/10/9 13:52,23:12.6,
1***静,PLUS会员,"<div class=""comment-star star5""></div>",整体评价：面膜收到了，第二次回购了，面膜是正品，补水又保湿，特别适合皮肤干燥粗糙的人使用，敷完脸很滋润的，有紧致皮肤的功效，坚持使用会有效果的,,,【光滑弹嫩】胶原蛋白面膜,2022/3/28 11:21,23:12.6,
柯***虫,PLUS会员,"<div class=""comment-star star5""></div>",屯了一大笔货，听说挺好用的面膜，还没用，同事说还可以。保质期时间长，可以用很长时间了，搞活动买挺划算的，希望好用吧。物流很快。,,,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/29 8:09,23:12.7,
a***好,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好，真心好用，入手满满一箱，能用很久，保湿效果好，够服贴，用完皮肤水水的，必须回购！,,,胶原蛋白面膜10片,2017/10/8 8:21,23:12.7,
坏***叔,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：看着非常高档俗话说一分钱一分货，我相信我选的是对的。?使用感受：帮老婆买的老婆用了之后非常满意，说下次需要的话还会再来购买。?适合肤质：应该都可以用吧。?补水效果：老婆用了之后非常赞贴合效果：效果非常好。比其他杂牌子五块钱一张的好多了。?其他特色：韩国进口的产品京东自营，放心售后。,【弹力紧致】胶原蛋白面膜,,,,23:13.1,2020/1/5 15:14
珍***茶,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：用了面膜后，脸上滑滑的，很水润补水效果：补水效果很好。连续使用，会有不一样的惊喜敷衍面膜后。皮肤水润，滑嫩，以前就用这个牌子的，好处就不用多说了！反正我这干皮用了补水效果超好,,,【提亮紧致】胶原蛋白面膜,2020/11/9 18:48,23:13.2,
h***4,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜很不错，一直用的这个，很少用这个黄色的，用蓝色的主打款比较多，京东旗舰店购买的，也很放心，也很实惠，经常囤货！常购买,,,【光滑弹嫩】胶原蛋白面膜,2021/8/9 9:22,23:13.2,
u***u,PLUS会员,"<div class=""comment-star star5""></div>",这是我最喜欢的一款面膜，膜布很薄很服帖，补水效果非常好，精华液很多，不刺激皮肤，敷完面膜之后感觉皮肤特别滋润细腻，上妆效果非常好，趁着有优惠活动就多囤了几盒。,,,【光滑弹嫩】胶原蛋白面膜,2021/7/29 8:53,23:13.2,
u***o,,"<div class=""comment-star star5""></div>",这款面膜听说很久了，一直没试用，这次试了一下，真不错，很服帖，很舒服，精华液够多，补水效果不错。已经回购囤货了。,胶原蛋白面膜10片,2018/3/23 14:42,,,23:13.3,
l***3,PLUS会员,"<div class=""comment-star star5""></div>",送货速度很快，包装也很好，没有破损。面膜薄薄的，韧性很好，容易贴到脸上，大小合适，适合脸比较小的，不会余出很多，适合脸型。补水效果很好，敷完脸色很好，很适合秋冬干燥天气补水。也买给妈妈用了，感觉真的很不错。,,,胶原蛋白面膜,,23:13.3,
y***i,PLUS会员,"<div class=""comment-star star5""></div>",用了一片，精华很多，味道也好闻，用完皮肤很嫩，滑滑的，用完洗一下脸，不然夏季很黏，会不舒服，不洗应该更好。搞活动挺划算的，130多买了3盒，还用了一片黑炭美白的，不过第二天就起了一个小红疙瘩，过两天再试试吧。,,,胶原蛋白面膜,,23:13.4,
w***n,PLUS会员,"<div class=""comment-star star5""></div>",京东自营送货很快，凑单买下来也很划算，补水保湿效果还行，不会让人很油腻，黏糊糊的，面膜纸很薄，敷面膜的时候还可以手机面部识别。哈哈,,,【光滑弹嫩】胶原蛋白面膜,2021/12/6 23:03,23:13.4,
