用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
愤***汁,PLUS会员,"<div class=""comment-star star5""></div>",跟描述的是一样的，包装盒很显高档，物美价廉，京东快递速度非常到位，面面膜性价比非常高！非常好！下次搞活动再屯一大波，够用很久了！,,新品【透亮保湿】水润安瓶面膜,,2021-08-20 16:54,2022-04-24 10:52:11.429,
r***3,PLUS会员,"<div class=""comment-star star5""></div>",搞活动买的嗯，买的有一段时间了，都还没用完，很实惠。就是懒？我家小孩12岁也在一起用，嗯，应该没问题吧！这个用起来挺干爽，嗯，好样的！,,新品【透亮保湿】水润安瓶面膜,,2021-09-15 10:03,2022-04-24 10:52:11.490,
A***j,,"<div class=""comment-star star5""></div>",好！非常好！质量好，一直信赖京东，趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞！,,深层补水【水润安瓶面膜】,,2022-01-10 20:23,2022-04-24 10:52:11.563,
蓝***爱,PLUS会员,"<div class=""comment-star star5""></div>",对皮肤有明显的改善效果，皮肤敏感也可以使用，不仅保水而且美白效果很好，每一个都是独立包装很方便携带不占地方，发货快我很满意！,,新品【透亮保湿】水润安瓶面膜,,2021-06-17 11:05,2022-04-24 10:52:11.621,
****1,PLUS会员,"<div class=""comment-star star5""></div>",活动价不到30一盒，很划算，精华液很多，和补水款不太一样。,,深层补水【水润安瓶面膜】,,2022-02-17 22:36,2022-04-24 10:52:11.673,
顽***猴,,"<div class=""comment-star star5""></div>",囤货的面膜，效果感觉还不错。搞活动的时候买的价格很合适，冬天皮肤很容易干燥，这个面膜性价比高，每天敷也不心疼，皮肤水嫩嫩的。,,深层补水【水润安瓶面膜】,,2021-12-31 16:25,2022-04-24 10:52:11.717,
****N,,"<div class=""comment-star star5""></div>",感觉有点清爽，看着很干净舒服，使用感受：使用起来很保湿，京东自营就是不错,,新品【透亮保湿】水润安瓶面膜,,2021-09-06 19:03,2022-04-24 10:52:11.763,
****5,,"<div class=""comment-star star5""></div>",很好用，补水效果挺好的，连续用了3天，皮肤明显水润了,,深层补水【水润安瓶面膜】,,2022-01-08 21:06,2022-04-24 10:52:11.810,
林***2,PLUS会员,"<div class=""comment-star star5""></div>",面膜到货了，从大学就开始用她家的面膜很多年了一如既往的那么好，平价好用，很适合学生党，面膜是消耗品，有活动我要多囤些，嘻嘻,,深层补水【水润安瓶面膜】,,2021-11-03 08:01,2022-04-24 10:52:11.870,
r***9,,"<div class=""comment-star star5""></div>",补水效果：当时敷完效果很不错，润润的，睡一觉，第二天感觉和没敷区别不太大贴合效果：面膜纸很薄，透明的，精华液也比较多，敷在脸部很贴合适合肤质：混合皮用也还不错,,深层补水【水润安瓶面膜】,,2021-12-14 20:30,2022-04-24 10:52:11.926,
t***Y,,"<div class=""comment-star star5""></div>",这款新品是第一次用，满满的精华补水，用完皮肤水水嫩嫩的，非常好?,,新品【透亮保湿】水润安瓶面膜,,2021-07-13 08:04,2022-04-24 10:52:12.365,
u***b,PLUS会员,"<div class=""comment-star star5""></div>",京东快递速度很快，第二天就到了，一点都不耽误使用，活动价格便宜，买了很多，够用一阵子了，包装精美，使用效果不错，水分充足，很好。,,新品【透亮保湿】水润安瓶面膜,,2021-05-05 21:35,2022-04-24 10:52:12.414,
z***7,PLUS会员,"<div class=""comment-star star5""></div>",补水很好的，而且做活动有优惠，价格合适，性价比很高呢，这次买了几盒，能用一段时间了，面膜好闻淡淡的清香膜布薄软有弹性很服帖补水效果相当好精华液很多很温和不刺激很喜欢。,,新品【透亮保湿】水润安瓶面膜,,2021-09-13 17:04,2022-04-24 10:52:12.459,
****3,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：弹，嫩，滑使用感受：肌肤水润饱满有效性适合肤质：必须干性啊哈哈?（本人属干性皮肤）补水效果：非常非常非常好贴合效果：很完美面膜好用性价比高，每次有活动都要屯点货，这次两箱应该够用很久了吧,,深层补水【水润安瓶面膜】,,2021-11-02 12:46,2022-04-24 10:52:12.511,
a***3,PLUS会员,"<div class=""comment-star star5""></div>",应该是进口商品，包装上跟层没有中国字样。搞活动时候买的很便宜。买四赠一才一共1??2??0??。作为消耗品挺划算的。用起来也不心疼,,深层补水【水润安瓶面膜】,,2022-03-03 19:39,2022-04-24 10:52:12.557,
****y,PLUS会员,"<div class=""comment-star star5""></div>",凑单一起买了好几款，感觉这款保湿，用了舒服！快递给力！物美价廉！,,新品【透亮保湿】水润安瓶面膜,,2021-06-20 14:31,2022-04-24 10:52:12.595,
吧***孩,PLUS会员,"<div class=""comment-star star5""></div>",面膜不错很棒，非常适合油性皮肤，非常的nice，很熟爽，非常的棒，你值得拥有的一款无敌的产品，双倍滋养你的皮肤，非常的nice,,新品【透亮保湿】水润安瓶面膜,,2021-07-22 21:38,2022-04-24 10:52:12.635,
棕***猫,,"<div class=""comment-star star5""></div>",包装完好无破损，快递给力，昨晚就用了一片面膜，今天早上起来就缓解脸干爆皮，果然有用！使用效果非常好，姐妹们可以囤！冲啊,,新品【透亮保湿】水润安瓶面膜,,2021-06-02 10:47,2022-04-24 10:52:12.676,
麦***果,PLUS会员,"<div class=""comment-star star5""></div>",第一次买这个，看评论大家说这个黄色的好用，就想着，买回来试试吧，还真是不错，集美们，！！！可以放心买了！！！！！！！！！,,深层补水【水润安瓶面膜】,,2022-03-05 18:19,2022-04-24 10:52:12.719,
****8,,"<div class=""comment-star star5""></div>",产品质感：面膜手感不错，贴在脸上也很服帖，凉凉的，滑滑的，尺寸适合。使用感受：补水效果很好，使用后皮肤赶紧水水的，很清爽，不油腻。适合肤质：个人觉得适合所有的肤质，不挑皮肤。补水效果：补水效果很好贴合效果：很服帖，不会翘起来，个人挺喜欢的。喜欢在京东购买，一是有活动，二是速度很快，今天下单明天到货,新品【透亮保湿】水润安瓶面膜,,2021-10-14 19:15,,2022-04-24 10:52:12.768,
l***夂,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感还是很不错的，薄薄的。使用感受：使用起来很是水润的。适合肤质：任何肤质都可以的。补水效果：补水效果也是相当不错的。贴合效果：贴合度也很好的。其他特色：整体来说还是比较适合我的。,深层补水【水润安瓶面膜】,,2022-03-02 14:58,,2022-04-24 10:52:13.166,
A***1,PLUS会员,"<div class=""comment-star star5""></div>",产品非常的好用，非常的适合干性皮肤，一次买了四盒，价格也非常的划算，值得推荐给大家,,深层补水【水润安瓶面膜】,,2021-10-25 07:38,2022-04-24 10:52:13.226,
3***玲,PLUS会员,"<div class=""comment-star star5""></div>",膜薄，精华多，不刺激，很好，值得购买，下次有活动还买,,【补水保湿】水润安瓶面膜,,2022-04-16 21:45,2022-04-24 10:52:13.297,
****M,,"<div class=""comment-star star5""></div>",这款是水润款面膜，果真很水润，味道很清新敷上去也很服帖，性价比很高，非常值这个价格，物有所值，推荐推荐，是肯定不会踩雷的哦,,新品【透亮保湿】水润安瓶面膜,,2021-04-19 23:15,2022-04-24 10:52:13.360,
f***n,,"<div class=""comment-star star5""></div>",补水效果：是比较水润的，清爽，很适合夏天敷贴合效果：比较贴合使用感受：可回购,,新品【透亮保湿】水润安瓶面膜,,2021-08-26 09:11,2022-04-24 10:52:13.432,
z***8,PLUS会员,"<div class=""comment-star star5""></div>",一直在使用美迪惠尔面膜，水润舒缓安瓶面膜是第一次使用，面膜的精华液果然多，都滴出来了。使用面部贴合，清凉滋润。用后脸上很滋润，看起来也有了光泽。多余的精华滋润了身体，一点都没浪费。秒杀买了三种，都好用，喜欢。,,新品【透亮保湿】水润安瓶面膜,,2021-08-22 11:11,2022-04-24 10:52:13.489,
u***e,PLUS会员,"<div class=""comment-star star5""></div>",很好，物美价廉，喜欢好评，物流给力，好评，物流给力，京东给力，第二天就到，很快，补水效果很好，物美价廉，喜欢，好评，还会购买,,新品【透亮保湿】水润安瓶面膜,,2021-08-03 21:04,2022-04-24 10:52:13.538,
浮***鱼,PLUS会员,"<div class=""comment-star star5""></div>",?看起来还不错，包装的很仔细，价格也非常公道，用起来也挺好的，还会继续买买买！?,,新品【透亮保湿】水润安瓶面膜,,2021-06-28 22:17,2022-04-24 10:52:13.605,
w***7,PLUS会员,"<div class=""comment-star star5""></div>",收到后马上使用了一下，感觉面膜质地非常细腻，抹起来很舒服柔和，清洁力度杠杠滴，温和不刺激，味道也很棒呀，清香又干净，很舒服的香味！双十一促销活动很划算，我买了4盒，发货送货都很快而且物美价廉，这下可以用很久,,深层补水【水润安瓶面膜】,,2021-11-12 16:01,2022-04-24 10:52:13.662,
****2,PLUS会员,"<div class=""comment-star star5""></div>",这款美迪惠尔的面膜第一次购买，使用起来比较水润，感觉也很适合夏天使用，这天气用免洗的睡眠面膜就会很油腻还会出汗，还是这种比较好,,新品【透亮保湿】水润安瓶面膜,,2021-06-06 15:10,2022-04-24 10:52:13.726,
x***u,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔Mediheal水润舒缓安瓶面膜10片/盒（补水保湿水光透亮男女适用）一直都在用着这一款面膜，使用起来一直都是感觉都挺好的的，无论是产品的质量还是大小规格都非常合适，晚上吃过晚饭躺在床上敷上面膜感觉非常喜欢，吸收水分效果也挺好，用完之后感觉脸上皮肤也变好了。,,深层补水【水润安瓶面膜】,,2022-03-12 15:46,2022-04-24 10:52:14.136,
c***7,,"<div class=""comment-star star5""></div>",皮肤容易变干敏感，敷完这个面膜第二天早上起来皮肤特别水润光滑，一周大概敷三次左右，皮肤会越来越光滑细嫩。这款面膜非常好用，水分十足，补水效果非常好，里面的精华液非常多，价格比实体店便宜多了，面膜裁剪非常贴切，能够和脸部贴合的很顺畅。,,深层补水【水润安瓶面膜】,,2022-01-18 08:55,2022-04-24 10:52:14.183,
楊***杨,PLUS会员,"<div class=""comment-star star5""></div>",面膜收到了超大一箱，一直用的护肤品，面膜当然也选择这个啦！这款面膜有很多款，先用了黑面膜，打开精华挺多的，敷了20分钟，脸好水的感觉，过后也不会黏黏的，敷了洗下脸在拍一点爽肤水，都感觉自己的脸能掐出水了,,深层补水【水润安瓶面膜】,,2022-02-28 17:58,2022-04-24 10:52:14.230,
a***8,PLUS会员,"<div class=""comment-star star5""></div>",冬季皮肤很容易干燥起皮，面膜的保湿效果特别好，而且贴合皮肤，精华液多，轻轻按摩至吸收，皮肤光滑水润，很细腻的感觉，很喜欢,,深层补水【水润安瓶面膜】,,2021-12-19 19:33,2022-04-24 10:52:14.274,
轻***2,PLUS会员,"<div class=""comment-star star5""></div>",6.18活动京东大促销活动时候买的，很多东西家里的基本都是从京东商城网购购买的尤其是活动的时候很便宜也很实惠，面膜补水效果还可以,,新品【透亮保湿】水润安瓶面膜,,2021-06-25 09:47,2022-04-24 10:52:14.321,
杨***3,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：面膜裁剪设计很到位，鼻子眼眶周围都可以很好的敷到，没有气泡适合肤质：我是混合性肌肤，很好用完全不过敏，已经回购N次补水效果：每次使用完后脸上水水润润的，保湿效果很好。,,深层补水【水润安瓶面膜】,,2022-01-03 15:12,2022-04-24 10:52:14.374,
吧***噗,PLUS会员,"<div class=""comment-star star5""></div>",居然出奇的好用！很补水，跟水库不相上下，值得回购！韩国补水面膜鼻祖出的新品还是非常值得信赖！相信京东,,新品【透亮保湿】水润安瓶面膜,,2021-06-17 11:03,2022-04-24 10:52:14.416,
j***9,PLUS会员,"<div class=""comment-star star5""></div>",这款美迪惠儿的透明质酸保湿面膜洁面以后用爽肤水护理肌肤，然后取出面膜嗯面不容或将面膜敷于面部概概10~20分钟以后取下面敷面膜轻轻的拍到脸上直至精华全部吸收嗯用完之后感觉皮肤很嫩,,【补水保湿】水润安瓶面膜,,2022-04-20 14:23,2022-04-24 10:52:14.460,
M***o,PLUS会员,"<div class=""comment-star star5""></div>",收到就赶紧用了，最近缺水到脸痒。很柔软，很补水。,,新品【透亮保湿】水润安瓶面膜,,2021-07-26 21:58,2022-04-24 10:52:14.506,
****D,,"<div class=""comment-star star5""></div>",活动买很优惠。用过很多盒了，补水效果很好，包装完好没有破损并缺配送很快，当天就到,,深层补水【水润安瓶面膜】,,2021-12-09 21:07,2022-04-24 10:52:14.556,
