用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
S***m,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：黑色面膜纸，有一些弹性感觉，精华液多，面膜纸也能吸附足够多的精华液使用感受：这款面膜是这个品牌中我最喜欢的一款。补水效果很好，同时有改善提亮肤色的效果。至于收缩毛孔，说时候，这个价格的面膜我也就没有这方面的要求了，毕竟毛孔是很难解决的问题，就补水和提亮肤色来说，力荐适合肤质：混油皮，使用起来完全没有问题,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-25 14:21,2022-04-23 20:04:40.312,
L***e,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜很好用，价格也很合适，用起来很水润，补水效果很好，贴合脸部轮廓，包装也很好，活动时间购买更加划算，以后还会继续购买。,,,【收缩毛孔】毛孔紧致黑面膜,2022-03-09 21:29,2022-04-23 20:04:40.364,
月***树,PLUS会员,"<div class=""comment-star star5""></div>",双十一入的，打五折优惠，这个用后脸滑滑嫩嫩的，剩余的做个手膜也够了，大概能坚持半天吧！装前敷一片，还是不错的！很温和，没有过敏现象！,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-23 22:00,2022-04-23 20:04:40.422,
u***t,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：提拉使用感受：紧致适合肤质：所以肤质补水效果：超补水哦贴合效果：很贴合其他特色：已经买过N次了，喜欢它适合任何肤质细致毛孔提拉紧致补水保湿的功效。一直在用这个牌子，有好几年了吧。后来因为生孩子老公反对，只得停了一年，现在又继续用上，补水面膜用的最多。但是因为生完孩子后皮肤质感下降，毛孔变大，就买了这款黑色收缩毛孔的面膜，想试试效果，如果满意，一定会连续使用的。,,,毛孔紧致黑炭面膜,,2022-04-23 20:04:40.476,
王***v,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感很舒服，面膜轻薄，贴合很舒服，味道香香的。使用感受：使用过程中，面膜很清凉。脸部很舒适。适合肤质：我是油性皮肤，很喜欢这种面膜，使用过后，面部舒适。补水效果：补水效果还可以，主要是美白作用面膜。贴合效果：贴合度很高，因为里面含有的精华很多，所以贴合度很高。其他特色：价格很优惠，双十一大量囤货。159三件179四件，感觉蛮便宜的，我感觉我这样的消费就这种水平了，好评！,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:04:40.527,
b***g,PLUS会员,"<div class=""comment-star star5""></div>",这次有活动又买了3盒囤货了，精华液非常多，一直都在用这个牌子的面膜，布水效果很好，贴合度很好，适合所有肤质的人，,【紧致细腻】毛孔紧致黑面膜,,,,2022-04-23 20:04:40.581,2020-03-15 14:49
微***刺,PLUS会员,"<div class=""comment-star star5""></div>",棒棒棒，双十一优惠力度确实大，100多一点，买了4盒，平时外面卖都要五六十一盒，感觉赚了不止一倍，一直想买美迪惠尔的***面膜，朋友都说很好用，价钱又亲民，适合我们这种小白，面膜最主要是补水，***买了两盒，买了一个毛孔紧致黑面膜，一盒美白保湿黑面膜，就是喜欢屯着货慢慢用，一盒一盒买麻烦。,【紧致肌肤】毛孔紧致黑面膜,2020-11-13 18:53,,,2022-04-23 20:04:40.646,
耳***光,,"<div class=""comment-star star5""></div>",产品质感：包装盒有斜切口，撕开后拿取很方便。面膜包装与市面上大部分面膜包装无异，封口结实。使用感受：水润细腻，敷在脸上很清爽，使用后不紧绷。适合肤质：本人中性肤质，三角区偏油，感觉此款面膜适合中性和油性皮肤。补水效果：补水很好，保湿不干涩，也不紧绷，值得推荐。贴合效果：面膜边缘有切缝，可以很好的贴合你的部肌肤,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:04:41.034,
沧***粟,,"<div class=""comment-star star5""></div>",我的皮肤暗沉，用了这款面膜后，皮肤稍微变好了点，面膜很好闻，有股淡淡的香味，面膜纸很薄，吸收好，对比来说还是喜欢蓝色的那款补水效果好的。,,,【清洁收缩毛孔】毛孔紧致黑面膜,2021-01-03 16:24,2022-04-23 20:04:41.078,
****i,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔毛孔紧致黑面膜，：，用过以后皮肤变紧致了，各种各样肤色都适合。补水效果不错面膜贴合，值得回够，差不多一个星期，用3次。惠尔紧致黑面膜外包装特别好看，淡淡的粉色，。快递快，前一天下单，第二天上午就收到了。,【紧致细腻】毛孔紧致黑面膜,,,,2022-04-23 20:04:41.113,2020-03-16 13:38
****9,PLUS会员,"<div class=""comment-star star5""></div>",没怎么用过面膜，近来想着买来也保养保养自己。用起来很舒服，睡前贴一片，第二天起来感觉脸光光的，很清爽。快递速度也很快，赞！,,,【收缩毛孔】毛孔紧致黑面膜,2021-07-22 10:43,2022-04-23 20:04:41.155,
奥***0,,"<div class=""comment-star star5""></div>",产品质感：用了好几年了，品质有保障，补水效果好，物美价廉使用感受：温和不刺激，我买的这3个，个人感觉最好用了。适合肤质：所有肤质都没问题，适合敏感肌补水效果：挺好的，每天都来一贴贴合效果：完美其他特色：物美价廉，品质有保障,,,【收缩毛孔】毛孔紧致黑面膜,2021-03-22 22:06,2022-04-23 20:04:41.193,
飞***e,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：细致入微，柔软滑滑的使用感受：用这个还不错，美迪惠尔黑色紧致补水适合肤质：适合所有肤质，看自己使用情况，我一直用这个，因为我觉得这个很适合我补水效果：补水效果好，每次贴上还有多余的补水液，还能再涂一层贴合效果：完全贴合我的脸型，其它款都不能完美贴合，就这个完美贴合，大小合适，然后能紧紧的贴住,,,【紧致肌肤】毛孔紧致黑面膜,2020-10-08 21:59,2022-04-23 20:04:41.236,
l***e,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：感觉不错使用感受：冰凉冰凉滑滑的挺舒服的适合肤质：应该适合我的贴合效果：很贴合其他特色：黑黑的原本是用来凑满减的对体验没有想要求那么高但实际体验还不错用完用皮肤还是很舒服,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:04:41.281,
****8,PLUS会员,"<div class=""comment-star star5""></div>",看到有活动，价格比较优惠就买了好几盒，日常使用起来比较方便，保湿效果很好，经常回购的，物流速度很快，有机会试试美白的效果。,,,【收缩毛孔】毛孔紧致黑面膜,2022-03-08 10:15,2022-04-23 20:04:41.320,
胡***m,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：非常好，一直用这个，用起来舒服，方便。补水效果：精华液很多，补水特别好贴合效果：魔法贴合，100%贴合，精华液多。适合肤质：应该都适合吧，反正适合我，哈哈。其他特色：方便、舒服、精华液多、颜值高、正品,毛孔紧致黑炭面膜,,,,2022-04-23 20:04:41.365,2019-10-03 21:06
小***界,PLUS会员,"<div class=""comment-star star5""></div>",之前很懒，皮肤很差，后来敷了这款面膜，感觉皮肤好多了。冰箱冷藏一段时间后再敷，感觉很舒服。这是618的时候购买的，囤了很多货，也分享了给朋友用。等双11继续呀！,,,【收缩毛孔】毛孔紧致黑面膜,2021-10-06 08:33,2022-04-23 20:04:41.411,
c***e,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：老婆让买的，说之前有用过，品质不错！使用感受：使用后感觉挺好的很舒服，皮肤不会干干的！适合肤质：应该还好吧！反正没有不适感！补水效果：补水效果挺好，用完舒服！贴合效果：贴合度也很好,,,【紧致肌肤】毛孔紧致黑面膜,2020-10-24 19:11,2022-04-23 20:04:41.779,
珊***2,,"<div class=""comment-star star5""></div>",京东自营的应该值得信赖的，产地是韩国，真假不知道也用不出来了，反正比国内的便宜很多，也不知道正品不，就怕贴牌的就假了，用好了下次再来吧。,,,【收缩毛孔】毛孔紧致黑面膜,2021-06-24 14:14,2022-04-23 20:04:41.824,
W***着,PLUS会员,"<div class=""comment-star star5""></div>",在京东旗舰店买的是正品，一直用这个面膜很好用。买了几种不同功效的替换着用，肌肤缺水的时候每天一片，忙的时候隔一天一片用起来很快，用完了会继续回购的。,,,【收缩毛孔】毛孔紧致黑面膜,2021-09-20 12:41,2022-04-23 20:04:41.876,
志***成,PLUS会员,"<div class=""comment-star star5""></div>",不错，很好用，敷在脸上贴肤性很好，补水效果也特别棒，价格实惠，送货很给力，不错，非常喜欢，挺好的，以后还会继续购买，喜欢。,,,【收缩毛孔】毛孔紧致黑面膜,2022-01-11 10:59,2022-04-23 20:04:41.925,
1***3,,"<div class=""comment-star star5""></div>",是被朋友种草说这一款面膜好用，所以自己买来试试看，用了好几次了，是黑膜来着，精华很多，敷完以后确实有种紧致的感觉，很不错。,,,毛孔紧致黑炭面膜10片,2018-03-31 10:00,2022-04-23 20:04:41.975,
v***x,PLUS会员,"<div class=""comment-star star5""></div>",买了好久才来评价，主要是因为才开始使用，最近贴了几片皮肤感觉水嫩了好多，摸起来滑滑嫩嫩的，非常不错。,,,【收缩毛孔】毛孔紧致黑面膜,2021-08-01 22:53,2022-04-23 20:04:42.027,
L***h,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感很不错使用感受：不会有刺痛感，敷在脸上很舒服适合肤质：应该适合比较耐受的肤质吧补水效果：补水效果还不错吧贴合效果：贴合效果也很好啦，希望面膜可以再大一些其他特色：精华液很多,,,毛孔紧致黑炭面膜,,2022-04-23 20:04:42.080,
b***g,PLUS会员,"<div class=""comment-star star5""></div>",一直都在用这款面膜，非常好用，精华液非常多，保湿效果很好，这次还送了俩片很喜欢，用完再回购。,毛孔紧致黑炭面膜,,,,2022-04-23 20:04:42.136,2019-01-27 17:54
****r,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：纯棉感觉，绵软舒服。适合肤质：本人中干性皮肤，用着感觉不错，感觉产品适合各种肤质。补水效果：这家产品补水效果都不错的。贴合效果：贴合效果紧致，不易滑落。其他特色：其他特色：性价比很高，赶上做活动，打五折。产品去黑头效果不错，能有效洁面，保持清爽干净。,,,【紧致肌肤】毛孔紧致黑面膜,2020-09-15 20:42,2022-04-23 20:04:42.189,
****v,,"<div class=""comment-star star5""></div>",物流很快，宝贝收到了。包装很好，没有出现挤压现象，看着还不错，比实体店优惠多了。包装的挺精致，而且还有一封信，店家很用心。关键价格合适，脸上也不过敏保湿效果不错，面膜被皮肤几乎完全吸收了，特别说明：使用后无过敏现象给老板点赞，可以的，有活动的话还来买。,,,【收缩毛孔】毛孔紧致黑面膜,2021-09-29 13:34,2022-04-23 20:04:42.252,
****k,PLUS会员,"<div class=""comment-star star5""></div>",搞活动买的，超级实惠！朋友推荐买的，就用剩这么一点了！使用感受：黑色的精华液比较少，但它是清洁毛孔的用完感觉还不错！粉红色的和黄色的精华液多点用完后皮肤滑滑的嫩嫩的！刚敷完面膜感觉皮肤超级好！性价比很高！建议购买哟！,毛孔紧致黑炭面膜,,,,2022-04-23 20:04:42.640,2019-10-10 21:05
小***啊,PLUS会员,"<div class=""comment-star star5""></div>",面膜还可以不错，美迪惠尔的产品还是值得信赖的，主要是物美价廉，品牌也大，京东购买方便快捷，用完了之后水润润的，很好，不错回回购,,,【收缩毛孔】毛孔紧致黑面膜,2022-01-10 13:40,2022-04-23 20:04:42.681,
A***下,PLUS会员,"<div class=""comment-star star5""></div>",看着非常不错，包装严谨，够高科技，正面的图案看着补水效果很哇噻，从来没有用过外国面膜，试试，好用的话继续购买。物流也非常快，隔天就到，绝对正品。,,,【收缩毛孔】毛孔紧致黑面膜,2022-02-11 21:47,2022-04-23 20:04:42.718,
宛***8,PLUS会员,"<div class=""comment-star star5""></div>",面膜很不错，已经很多次购买了，黑色的，还有那个蓝色的我买了两个，然后优惠力度很大，有618的时候买的补水，效果明显物流非常的，快低头一天拍到，第二天就发货了，精华液很多还会回购的，挺不错的之前就买过好评好评。,【紧致肌肤】毛孔紧致黑面膜,2020-06-27 16:25,,,2022-04-23 20:04:42.758,
铭***田,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜一直在用，面膜真的很棒！！良心店家啊！！！面膜是正品呢，一直都很喜欢这款面膜，补水效果特别好，这次的活动价真的让人很惊喜！！！给店家一个超级大的么么哒！！！赞赞赞这款面膜尺寸刚刚好，敷着很清凉，很舒服，紧致肌肤，水润美白没有什么刺激，效果很好。,,,【收缩毛孔】毛孔紧致黑面膜,2021-06-21 22:42,2022-04-23 20:04:42.796,
****R,,"<div class=""comment-star star5""></div>",货已经收到用了一下很不错值得购买用完之后皮肤有所改善有所说的效果要坚持使用哦,,,【收缩毛孔】毛孔紧致黑面膜,2021-09-12 22:09,2022-04-23 20:04:42.836,
